city,comments,name,prices,quality_price,rating,stars,heredados,acceso/comunicacion,entretenimiento/deporte,inclusion,ninios,comida/bebida
Isla Mujeres,299,Rocamar Hotel Isla Mujeres,1594,7.6,7.6,2,1,1,1,0,1,0
Loreto,254,Hotel 1697 Loreto,2330,8.8,8.9,0,0,1,1,0,0,1
Loreto,670,Loreto Bay Golf Resort & Spa at Baja,1940,7.5,7.8,5,1,1,1,1,1,1
Loreto,219,La Mision Loreto,3587,8.7,9.3,5,1,1,1,1,1,1
Loreto,149,Bugambilias Suites,1514,9.6,9.7,0,0,1,1,1,1,1
Loreto,103,Posada de las Flores Loreto,2492,8.1,8.2,4,1,1,1,0,0,1
Loreto,164,Sukasa Bungalows,1873,8.8,8.8,0,1,1,1,0,0,1
Loreto,3,Hotel Duve Coral,558,8.3,8.0,0,0,1,1,0,0,0
Loreto,8,Departamento Y,914,9.4,9.6,3,0,1,1,0,1,1
Loreto,157,Posada del Cortes,1719,9.0,9.1,3,0,1,1,0,1,1
Loreto,133,Hacienda Suites Loreto,1835,8.0,8.3,3,0,1,1,0,1,1
Loreto,232,Hotel Angra,1233,8.8,8.9,3,1,1,1,0,0,0
Loreto,15,Villa Puerta Azul at La Casa de Frida,1827,9.3,8.9,3,0,1,1,0,0,1
Loreto,17,Departamento Z,914,9.8,9.9,3,0,1,1,0,1,1
Loreto,32,Casa Lobo,598,7.3,7.1,3,0,1,1,1,0,0
Loreto,59,"OYO Hotel Miramar, Loreto",629,7.1,6.3,2,0,1,1,0,0,0
Loreto,384,Hotel Oasis,2534,8.0,8.4,4,1,1,1,1,1,1
Loreto,78,la giganta loft villas,1855,9.2,9.3,3,1,1,1,0,0,1
Loreto,10,Loreto La Regional,540,9.0,8.7,0,1,1,1,0,1,0
Loreto,170,Hotel y R.V. Park El Moro,877,7.3,7.2,0,0,1,1,1,1,0
Loreto,44,Villa del Palmar at the Islands of Loreto,4974,7.0,7.9,5,1,1,1,1,1,1
Loreto,279,Hotel Santa Fe Loreto by Villa Group,1837,8.1,8.4,4,1,1,1,1,1,1
Loreto,17,La chocita,1419,8.7,8.8,0,0,1,1,0,1,1
Loreto,21,Cabañas Rústicas El Benny By Rotamundos,836,8.7,9.0,0,0,0,1,0,1,0
Mazunte,101,Casa Lu Hotel Boutique,4622,8.1,9.0,4,1,1,1,0,0,1
Mazunte,22,Posada Las Tortuguitas,2100,9.0,9.0,2,1,0,1,0,0,1
Mazunte,10,Una Posada Mas,1490,9.2,8.8,0,0,1,1,0,1,1
Mazunte,36,HOSTAL CASA DEL ANGEL,850,8.3,8.4,3,0,1,1,0,1,1
Mazunte,13,Hotel Boutique Madre Tierra,2450,7.3,8.2,0,1,1,1,0,1,0
Mazunte,320,Cabañas Telayú,1000,8.4,8.4,0,0,0,0,0,1,1
Mazunte,14,Casa Aquila Mazunte,800,9.5,9.2,3,1,1,1,0,1,1
Mazunte,161,Villa Luna de Miel,719,8.8,8.9,2,1,1,0,0,0,1
Mazunte,411,OYO Cabañas Abril,482,6.1,5.9,2,0,0,0,1,0,0
Mazunte,25,Casa H Rinconcito Mazunte,750,6.8,7.4,0,0,1,0,0,1,1
Mazunte,101,Hotel Quinto Sol,630,7.9,7.8,0,0,1,1,0,1,1
Mazunte,342,El Eden Bungalows,896,8.3,8.4,0,1,1,1,1,1,1
Mazunte,132,Hotel Pochote Mazunte,1000,8.1,8.4,3,0,1,0,0,1,0
Mazunte,78,OceanoMar,2400,9.3,9.2,4,0,1,0,0,0,0
Mazunte,105,Posada Nautica,1076,9.2,9.4,3,1,1,1,0,1,1
Mazunte,79,Casa Aditi,1040,9.0,9.0,3,1,1,0,0,0,1
Mazunte,145,Posada Aketzalli,700,8.7,8.5,0,1,1,0,0,0,0
Mazunte,150,El Hostal de Ivanna,159,7.2,6.8,0,1,1,1,0,1,1
Mazunte,126,Mexhica-nito Hostel,558,7.0,6.9,0,1,0,0,0,0,1
Mazunte,502,Casa Mazunte Tierra Viva,1160,8.9,9.1,0,1,1,1,1,1,1
Papantla de Olarte,18,Hotel Tajin,656,6.5,7.4,3,0,1,1,0,1,1
Papantla de Olarte,97,"OYO Hotel Totonacapan, Papantla",423,6.6,6.5,2,0,0,1,0,0,0
Papantla de Olarte,19,"OYO Hotel Maria Otilia Falla, Papantla",555,7.0,6.3,2,0,1,1,0,0,0
Poza Rica de Hidalgo,85,Hotel Boutique Esmeralda,570,7.3,7.1,3,0,1,1,1,1,1
Poza Rica de Hidalgo,39,Hotel Cristal,700,8.9,9.0,3,0,1,1,1,1,1
Poza Rica de Hidalgo,201,La Quinta by Wyndham Poza Rica,995,8.3,8.5,4,0,1,1,1,1,1
Poza Rica de Hidalgo,132,hotel villa magna poza rica,831,9.0,9.0,4,0,1,1,0,1,1
Poza Rica de Hidalgo,225,Hotel Florencia,520,8.3,8.4,3,0,1,1,0,1,1
Poza Rica de Hidalgo,53,Hotel Du Parc,600,8.6,8.4,0,0,1,1,0,0,1
Poza Rica de Hidalgo,29,Hotel Las Vegas,466,8.8,9.0,2,0,1,1,1,0,0
Poza Rica de Hidalgo,266,Rio Vista Inn Business High Class Hotel Poza Rica,1198,8.7,8.8,4,0,1,1,1,1,1
Poza Rica de Hidalgo,131,Paris FC Express,1400,8.7,8.8,4,0,1,1,1,1,1
Poza Rica de Hidalgo,199,Casa Real,394,7.5,7.5,0,0,1,1,0,1,1
Poza Rica de Hidalgo,74,Hotel Punto Poza Rica,510,7.4,7.4,0,0,1,1,1,1,0
Poza Rica de Hidalgo,102,Hotel Poza Rica Centro,860,8.4,8.8,3,0,1,1,1,1,1
Poza Rica de Hidalgo,91,Novotel,600,8.5,8.5,3,0,1,1,0,1,1
Poza Rica de Hidalgo,141,Hotel Victoria Poza Rica by Brahma,939,7.8,8.1,4,0,1,1,1,1,1
Poza Rica de Hidalgo,188,Hotel Marel,645,8.1,8.3,3,0,1,1,0,1,1
Poza Rica de Hidalgo,55,Hotel Civic Express,620,8.1,8.5,3,0,1,1,0,1,1
Poza Rica de Hidalgo,209,Paris FC Hotel,1208,8.8,9.0,4,0,1,1,1,1,1
Poza Rica de Hidalgo,121,Fiesta Inn Poza Rica,1132,8.3,8.6,4,0,1,1,0,0,1
Puerto Escondido,166,Tripui Hotel,1424,8.4,8.5,4,1,1,1,1,1,1
San Agustinillo,118,Casa Bagus,2950,9.2,9.7,0,1,1,1,0,1,1
San Agustinillo,130,Cabañas Punta Placer,1900,8.8,9.2,3,1,1,1,0,1,1
San Agustinillo,186,Cabañas Las 3 Marias,1600,8.0,8.5,3,1,1,1,0,1,1
San Agustinillo,225,Casa Corazón San Agustinillo,400,7.5,7.8,0,1,1,1,0,0,1
Sayulita,815,Villas Vista Suites,1516,8.4,8.0,0,0,1,0,0,1,0
Sayulita,41,Nuiya Hoteles Centro,2490,9.2,9.5,0,0,1,1,0,1,1
Sayulita,180,Villas Chulavista,861,8.2,8.0,0,0,1,1,0,1,0
Sayulita,93,CASA KANELO,4750,9.0,9.2,3,1,1,1,0,1,1
Sayulita,63,Ximena Hotel Boutique,2590,8.7,9.0,3,0,1,1,1,0,1
Sayulita,160,Viajero Sayulita Hostel,2140,8.4,9.0,4,0,1,1,0,0,1
Sayulita,88,Amanecer,850,8.2,8.2,3,1,1,1,0,1,1
Sayulita,240,Diamante Hotel Sayulita Only Adults,1800,8.9,9.0,3,0,1,1,0,0,0
Sayulita,28,Casa Makawe ONLY ADULTS,3415,9.0,8.9,4,0,1,1,1,0,1
Sayulita,88,Amanecer,850,8.2,8.2,3,1,1,1,0,1,1
Sayulita,131,Casa de la Ballena,2460,9.4,9.7,4,0,1,1,1,0,1
Sayulita,227,Hotel Villas Sayulita,2500,8.1,8.4,0,0,1,1,1,1,1
Sayulita,344,Junto al Rio Bungalows & Suites,1932,8.4,8.7,0,1,1,1,0,1,1
Sayulita,138,Sayulita Central Hotel,1295,7.6,8.0,0,1,1,0,0,0,0
Sayulita,92,Bungalos Ximena,960,8.4,7.8,3,0,1,0,0,1,0
Sayulita,138,Hotel y Suites Los Encantos,1870,8.6,8.8,0,0,0,1,0,1,1
Sayulita,120,The Amazing Hostel Sayulita,897,7.7,8.0,0,1,1,1,0,1,1
Sayulita,88,My Sisters House - Female only,1345,9.1,9.0,0,1,1,1,0,0,1
Sayulita,255,Hotel Boutique Siete Lunas,4217,7.8,8.7,4,1,1,1,0,0,1
Sayulita,15,Mar y Sueños Suites,1574,8.8,8.9,3,1,1,1,0,0,1
Sayulita,369,Playa Azul Sayulita,1016,8.3,8.1,0,0,1,1,0,1,0
Sayulita,290,Amaia Boutique Hotel,2223,8.0,8.2,4,0,1,1,0,0,0
Sayulita,849,Hotel Vista Oceana Sayulita,1500,7.6,7.7,4,1,1,1,0,1,0
Sayulita,352,Casa Love,1285,8.4,8.5,0,1,1,1,0,1,1
Sayulita,237,Mar y Sueños,1574,8.7,8.9,3,1,1,1,1,1,1
Sayulita,125,Avela Boutique Hotel,3733,8.7,9.2,5,0,1,1,1,0,1
Sayulita,69,Playa Sayulita,1276,7.1,7.5,0,0,1,1,0,1,0
Sayulita,182,Don Bonito Hotel,3112,8.6,8.7,4,0,1,0,0,0,0
Sayulita,862,Hotel Boutique OZ Sayulita,1714,7.8,8.1,5,0,1,1,1,1,1
Sayulita,3,Hacienda Jaqueline,2138,10,10.0,0,0,0,1,0,1,1
Sayulita,310,Riad Lola,550,7.9,7.5,0,0,0,0,0,1,1
Sayulita,437,Selina Sayulita,1514,7.8,8.0,4,0,1,1,1,1,1
Sayulita,199,Sayulinda Hotel,2872,8.3,8.5,3,0,1,1,0,1,1
Sayulita,209,AzulPitaya Beach Front Hotel in Sayulita,3937,8.3,8.7,0,1,1,1,1,1,1
Sayulita,18,Hotel D Alba Sayulita,1030,8.4,8.9,4,0,0,1,0,1,0
Sayulita,92,Blue Pepper Beds Sayulita,339,8.1,7.7,3,1,1,1,0,0,1
Sayulita,180,Villas Chulavista,861,8.2,8.0,0,0,1,1,0,1,0
Sayulita,39,Pacific View Sayulita,1488,7.1,7.6,4,1,1,1,0,0,0
Sayulita,136,Villas Amalia Hotel,1992,8.7,8.9,3,0,1,1,0,1,1
Sayulita,356,Casa Pia,1725,8.7,8.8,3,0,1,1,0,1,0
Sisal,153,CASA KINICH SISAL,1300,8.5,8.9,0,0,1,1,0,1,1
Sisal,52,La Casona de Sisal Hotel,1197,7.6,8.3,4,0,1,1,0,1,0
Sisal,4,Cocolitos,996,8.1,8.5,0,0,1,1,0,1,1
Todos Santos,57,Villa Bugambilias,1863,7.8,7.8,0,0,1,1,0,0,1
Todos Santos,237,Hotel Casa Tota,2564,8.2,8.6,5,0,1,1,1,1,1
Todos Santos,38,Hotel Villas de Todos Santos,6840,8.3,8.8,4,0,1,1,1,1,1
Todos Santos,115,Serendipity,3387,8.5,9.1,5,1,1,1,1,1,1
Todos Santos,148,Hacienda Todos Los Santos,4106,8.9,9.2,5,0,1,1,0,1,1
Todos Santos,74,Paradero Todos Santos - Experience Inclusive,10433,6.9,8.2,5,0,1,1,0,0,1
Todos Santos,148,Perro Surfero-Outsite Todos Santos,2826,8.9,9.1,0,0,1,1,0,1,1
Todos Santos,214,Todos Santos Hostel super fast and stable satellite wifi,1049,8.3,8.6,0,1,1,1,0,0,1
Todos Santos,10,Hotel Casa Morelos,2824,6.2,6.5,3,0,1,1,0,0,0
Todos Santos,122,"Gallo Azul, Downtown Loft Style Apartment",1951,8.1,8.3,3,0,1,1,0,1,1
Todos Santos,53,Hotel Quinta Santa Rosa,4781,8.8,9.4,0,1,1,1,0,1,1
Todos Santos,79,"Guaycura Boutique Hotel, Beach Club & Spa",5827,8.4,8.7,0,1,1,1,1,0,1
Tulum,4,Chillaxing Beach Front House,18926,6.9,5.3,2,1,1,1,0,1,1
Tulum,373,Punta Piedra Beach Posada,2548,7.9,8.3,3,1,1,1,0,1,1
Tulum,4,Tulum Apartment Boho Vibes,1972,10,9.5,0,0,1,1,0,1,1
Tulum,21,Departamento Colibrí,1775,8.0,7.2,3,0,1,1,1,0,1
Tulum,6,Luxury 2 Bedroom Suite with Private Plunge Pool - Ground Floor,5439,8.8,8.3,3,0,1,1,0,1,1
Tulum,160,Yaax Kiin Tulum,810,8.6,8.7,3,0,1,1,0,0,1
Tulum,368,Watal Tulum Hotel,1586,8.1,7.7,3,0,1,1,1,1,1
Tulum,1.084,Joy Tulum - Adults Only.,503,8.8,8.6,3,0,1,1,0,0,1
Tulum,649,Posada del Sol Tulum,2656,7.5,7.8,3,1,1,1,0,1,1
Tulum,12,Hotel MX tulum,504,8.8,8.7,4,1,1,1,1,0,0
Tulum,37,Zamna Tulúm,1583,8.4,8.2,0,0,1,1,0,0,0
Tulum,3,Casa Nicte Ha,3646,9.2,9.0,4,0,1,1,1,1,1
Tulum,344,Era Hotel & Spa Tulum,2032,8.6,8.8,4,0,1,1,0,1,1
Tulum,394,Aldea Tzunun,686,7.4,6.9,0,0,1,1,0,0,1
Tulum,3,Casa Tribu Luum Zama,4861,7.5,6.7,4,0,1,1,1,1,1
Tulum,2.926,Mayan Monkey Hotel & Hostel Tulum,2336,8.6,8.5,3,0,1,1,0,0,1
Tulum,34,Majaro Hotel Tulum,2960,9.2,9.0,4,0,1,1,0,1,1
Tulum,394,Hotel Boutique TerraNova,2413,9.4,9.4,0,0,1,1,1,0,1
Tulum,90,Ana y Jose Hotel & Spa Tulum,11385,7.8,8.6,5,1,1,1,0,1,1
Tulum,167,Suites Tulum,2829,7.8,7.5,3,1,1,1,0,1,1
Tulum,350,Papaya Playa Project,7977,6.4,7.5,5,1,1,1,1,1,1
Tulum,8,Conrad Tulum Riviera Maya,8985,6.9,7.3,0,1,1,1,1,1,1
Tulum,175,La Valise Tulum,10583,8.4,9.4,5,1,1,1,1,0,1
Tulum,2.016,Naala Tulum,1865,8.6,8.5,4,0,1,1,1,1,1
Tulum,41,Loba Tulum Male Only,2468,7.8,8.1,3,0,1,1,0,0,1
Tulum,284,Coco Village,2305,9.1,8.9,4,0,1,1,0,1,1
Tulum,240,Hostal Malakai Cabañas and Dorms,448,8.0,7.7,0,0,1,1,0,0,1
Tulum,3,2 Bedroom Penthouse with Plunge Pool at Aldea Zama in Tulum,3470,6.7,5.3,0,0,1,1,0,1,1
Tulum,123,Uman Glamping & Cenote Tulum,2423,8.2,8.6,0,1,1,1,0,0,1
Tulum,176,Casa Ambar Tulum - Great location and access to a Private Cenote & Beach 2 Km Away - Adults Only,2629,7.5,7.4,3,0,1,1,1,1,0
Tulum,5,Chillaxing Garden View Casita on the Beach,11057,8.0,7.8,3,1,1,1,1,0,0
Tulum,93,Encantada Tulum,10369,8.6,9.5,4,1,1,1,1,0,1
Tulum,7,Aldea Okot,396,8.9,8.1,0,0,1,1,0,0,1
Tulum,159,Che Suites Tulum Adults Only,1027,8.7,8.6,3,0,1,1,0,0,1
Tulum,441,El Paraiso Hotel Tulum,3747,7.9,8.5,3,1,1,1,0,1,1
Tulum,105,Chill Inn Hostel,350,8.3,8.0,0,0,1,0,0,0,1
Tulum,578,Day tripper Hostel,213,8.2,7.8,0,0,1,1,0,0,1
Tulum,65,Shambalam Hostel,242,8.5,8.0,0,0,1,1,0,0,1
Tulum,247,Kai Tulum,6052,7.4,8.3,4,1,1,1,1,1,1
Tulum,69,Hotel Muaré Tulum,5827,8.7,9.3,0,0,1,1,0,0,1
Tulum,731,Mamasan Treehouses & Cabins,2869,8.0,8.4,4,0,1,1,1,0,1
Tulum,4,MoMa TULUM,4463,3.8,4.2,0,1,1,1,0,0,1
Tulum,86,Grand Balam Plaza,51797,8.6,9.0,4,0,1,1,0,0,1
Tulum,3,☆King Bed Apartment☆ Suk-Ha ☆ La Veleta,2152,8.3,7.7,0,0,1,1,0,0,1
Tulum,2.016,Naala Tulum,1865,8.6,8.5,4,0,1,1,1,1,1
Tulum,45,The Waves Tulum,1936,8.4,8.0,0,0,1,1,1,1,1
Tulum,7,"Mya, Elle & Elena Luxury Condos Tulum",3776,8.2,8.0,0,0,1,1,0,1,1
Tulum,335,Mi Amor a Colibri Boutique Hotel-Adults Only,6163,8.7,9.2,5,1,1,1,0,0,1
Tulum,236,Origen Tulum,1791,7.1,7.3,0,1,1,1,0,0,0
Tulum,120,Alquimia Hotel Boutique,1524,6.8,7.0,4,1,1,1,0,1,1
Tulum,37,La Diosa Tulum Resort & SPA,2846,6.1,6.8,4,1,1,1,0,1,1
Tulum,162,Central Park Resort & Spa Tulum,1789,8.1,7.9,5,0,1,1,0,1,1
Tulum,668,Playa Esperanza Hotel Tulum,2590,7.6,8.1,0,1,1,1,0,1,1
Tulum,161,Serena Tulum - Adults Only,1870,7.9,8.0,3,0,1,1,0,0,1
Tulum,591,Coco Tulum Zen Zone Hotel,2142,7.5,8.2,0,1,1,1,0,0,1
Tulum,1.198,Diamante K - Quiet zone of the beach,2311,7.6,8.3,3,1,1,1,0,1,1
Tulum,1.152,Hotel Poc Na Tulum,3402,7.9,8.5,3,1,1,1,0,1,1
Tulum,9,Vida Tulum Apartment 17 with access to Hotel Bardo,1936,9.4,9.0,0,0,1,1,0,1,1
Tulum,298,La Zebra a Colibri Boutique Hotel,5461,8.6,9.2,5,1,1,1,0,1,1
Tulum,165,Pepem Eco Hotel Tulum at the Jungle near by from at least 10 Cenotes - Adults Only,2291,8.2,8.5,4,0,1,1,0,0,1
Tulum,503,Meteora Stay & Coffeehouse Tulum,1190,8.6,8.7,0,0,1,1,1,0,1
Tulum,6,Vida Tulum Apartment 16 with access to Hotel Bardo,1829,8.8,9.3,3,0,1,1,0,1,1
Tulum,206,NNAM Tulum,797,7.9,7.7,3,0,1,1,0,1,1
Tulum,219,Hotel CARPE DIEM Tulum by Nah Hotels,1077,8.6,8.4,3,0,1,1,1,1,1
Tulum,543,Ikal Tulum Hotel,4638,7.4,8.1,0,1,1,1,0,1,1
Tulum,705,Crucero Tulum,610,7.3,7.2,3,0,1,1,1,1,1
Tulum,109,Sunset Bungalows,700,9.1,8.8,0,0,1,0,1,0,1
Tulum,220,Central Park Lagunas,907,8.0,7.3,3,1,1,1,0,1,1
Tulum,566,Posada Lamar Tulum Beach Front and Pool,4172,7.8,8.2,3,1,1,1,0,1,1
Tulum,270,Hotel Casa Santiago Tulum,828,9.0,9.0,3,1,1,1,1,1,1
Tulum,62,Villas Hunan Hill Tulum,1692,9.2,9.0,4,0,1,1,1,1,1
Tulum,566,LiveTulum,1056,8.8,8.7,3,0,1,1,0,1,0
Tulum,4,Aqua jungle,1130,5.6,6.8,0,0,1,1,1,1,1
Tulum,1.417,Copal Tulum Hotel,2331,8.3,8.3,4,0,1,1,1,1,0
Tulum,17,Ralphs Apartment en Aldea Tulum,1395,8.5,8.8,0,0,1,1,0,1,1
Tulum,359,Villa Las Estrellas Tulum - located at the party zone,2859,7.4,7.7,4,1,1,1,0,1,1
Tulum,5,Casa Yaakunah,1840,6.5,6.2,3,0,1,1,0,1,1
Tulum,10,Chiibal,1703,8.5,7.7,3,0,1,1,0,1,1
Tulum,388,mangleX eco hotel Tulum,2396,7.4,7.9,3,1,1,1,0,1,0
Tulum,38,Eterna Tulum,1250,9.1,8.5,4,0,1,1,1,0,1
Tulum,718,Turquoise Tulum Hotel,1400,8.7,8.6,0,0,1,1,0,0,1
Tulum,726,Hotel Zulum,1751,6.8,7.1,4,1,1,1,0,1,1
Tulum,9,Jungla 22 aldea tulum,974,4.7,4.3,0,0,1,1,0,0,1
Tulum,3,☆Amazing PH Suk Ha☆ La Veleta,3138,9.2,9.3,0,0,1,1,0,0,1
Tulum,489,Cielo Maya Beach Tulum,2592,8.2,8.6,4,1,1,1,0,1,1
Tulum,6,Cien Corazones,7172,9.2,9.8,0,0,1,1,0,1,1
Tulum,255,Dune Boutique Hotel located at the party zone,12275,8.1,8.9,4,1,1,1,0,0,1
Tulum,798,Cenotes Casa Tortuga Tulum,855,8.6,8.3,3,0,1,1,0,1,0
Tulum,156,Coco Tulum Beach Club Hotel,4303,7.0,7.7,3,1,1,1,0,0,1
Tulum,504,Hotel Panacea Tulum,1888,9.1,9.0,4,0,1,1,1,1,1
Tulum,8,OASIS YAAXLUM,1150,8.4,8.1,0,0,1,1,1,1,0
Tulum,193,Nomade Tulum,8068,7.0,8.2,4,1,1,1,0,0,1
Tulum,127,Katalox Jungle Lofts by Simply Comfort Tulum Centre Rooftop Patio & Pool,990,8.5,8.1,3,0,1,1,0,1,1
Tulum,6,"El Vivero, Beautiful Apartment in Tulum A3",1434,8.3,8.0,0,1,1,1,0,0,1
Tulum,83,El Brujo,2590,9.0,8.8,3,1,1,1,0,0,1
Tulum,28,ULIV Apartments - Tulum,1939,8.2,8.0,4,0,1,1,0,1,1
Tulum,402,Amansala Beach Resort,3586,6.3,6.8,4,1,1,1,0,1,1
Tulum,4,Taanah Poolview 1BR apartment Ecochic,1694,8.8,9.0,0,0,1,1,0,1,1
Tulum,139,Amor Rooms,3856,8.2,8.3,0,0,1,1,0,1,1
Tulum,323,Hotel Palma Real,380,7.8,7.1,3,0,1,1,0,0,0
Tulum,167,Casa Teka,8029,8.6,8.5,4,1,1,1,0,1,1
Tulum,215,Emotion Tulum Hotel & Hostal,598,7.0,6.7,0,1,1,1,0,1,1
Tulum,159,Itza La Veleta Tulum,530,6.9,6.4,3,0,1,1,0,1,1
Tulum,6,Casa Neptuno Tulum,1419,8.8,9.7,0,0,1,1,0,1,1
Tulum,4,Boho Apartment 7 with access to Hotel Bardo,2072,7.5,7.2,0,0,1,1,0,1,1
Tulum,6,#3 Amazing Cute Downtown Apartment - Daily/Monthly,908,9.2,9.0,3,0,1,1,0,0,1
Tulum,20,Cozy Bubble Hotel Chiibal Uh,2492,8.0,7.9,0,0,1,1,0,1,0
Tulum,50,Vida Silvestre,5180,7.6,7.7,0,0,1,1,0,1,1
Tulum,7,Deluxe Jungle Studio Terrace XP15,1822,7.9,7.9,0,0,1,1,0,1,1
Tulum,15,Vida Tulum Apartment 14 with access to Hotel Bardo,1913,9.0,9.3,0,0,1,1,0,1,1
Tulum,8,Vida Tulum Apartment 10 with access to Hotel Bardo,2072,9.1,9.4,0,0,1,1,1,1,1
Tulum,3,Dreamcatcher Tulum,1659,10,9.7,3,1,1,1,0,1,1
Tulum,4,Itza Hotel Akumal,1793,10,9.7,0,0,1,1,0,1,1
Tulum,7,"Attha, Aldea Zama Tulum",1574,7.5,7.1,3,0,1,1,0,1,1
Tulum,3,Amazing PH - Private ROOF & Jacuzzi - Grupo Ya'zil,2789,10,9.7,4,0,1,1,1,1,1
Tulum,120,Hotel Panamera,9240,7.6,8.4,4,1,1,1,0,0,1
Tulum,3,Aldea Zama Cave Mexico 7,1703,10,10.0,3,0,1,1,0,1,1
Tulum,126,Bayou,996,9.0,8.7,2,0,1,1,1,1,0
Tulum,287,Caleta Tankah,2635,7.7,8.0,3,1,1,1,0,1,1
Tulum,469,Playa Canek Beachfront Eco Hotel,4518,7.0,7.2,4,1,1,1,0,1,1
Tulum,11,Suites at TreeTops Tulum,1562,9.8,9.3,3,0,1,1,0,1,0
Tulum,193,Radhoo Tulum,7042,8.4,8.9,4,0,1,1,0,0,1
Tulum,135,Cabanas Tulum- Beach Hotel & Spa,11081,8.5,9.3,4,1,1,1,1,0,1
Tulum,16,Kiki Tulum,2132,8.9,8.6,3,0,1,1,0,1,1
Tulum,30,Blue Veleta,1494,7.8,7.7,0,0,1,1,1,1,1
Tulum,182,Orchid Beach House Adults Only,3269,7.7,8.2,4,1,1,1,0,0,1
Tulum,111,Ahau Tulum,10344,7.2,8.1,4,1,1,1,1,1,1
Tulum,216,Hotel Ma'xanab Tulum,11216,8.3,9.2,5,1,1,1,0,0,1
Tulum,105,Loto Tulum,990,8.6,8.5,3,0,1,1,1,1,1
Tulum,281,Alma Tulum Hotel Boutique,6553,7.7,8.4,4,1,1,1,0,1,1
Tulum,92,Hip Hotel Tulum,5714,7.1,7.6,4,1,1,1,0,1,1
Tulum,52,Las Mariposas Hotel Tulum,1036,8.3,8.1,3,0,1,1,0,0,1
Tulum,4,Casa Luz Downtown Apartments in Tulum,895,8.1,7.2,3,0,1,0,0,0,0
Tulum,427,Nativus Glamping & Cenote Tulum,2764,8.1,8.6,0,1,1,1,0,0,1
Tulum,3,Boho Apartment 1 with access to Hotel Bardo,1594,6.7,8.0,0,0,1,1,0,1,1
Tulum,5,Departamento en condominio con alberca,1431,9.0,9.0,0,0,0,1,0,0,1
Tulum,6,Increíble Depa Tuluminati con Alberca 10min Centro,1200,7.5,8.2,0,1,1,1,0,1,1
Tulum,12,Chiibal-Uh Glamping Tulum,2655,8.1,8.5,0,0,1,1,0,1,0
Tulum,391,Kanan Tulum - Adults Only,7395,8.1,8.9,0,1,1,1,1,0,1
Tulum,40,Buda Elementus Tulum,1560,8.4,8.2,3,0,1,1,0,1,1
Tulum,6,SELVA TULUM DEPT A3,1165,9.2,9.2,0,0,1,1,0,0,1
Tulum,7,#4 Fabulous Cute Downtown Apartment Daily/Monthly,908,8.9,9.3,3,0,1,1,0,0,1
Tulum,7,Private rooftop pool Penthouse,2208,8.9,8.7,3,0,1,1,1,1,1
Tulum,38,ARUNA - LUXURY STUDIOS and APARTMENTS,2655,8.6,8.1,0,0,1,1,0,1,1
Tulum,5,Aldea Zama Studios by Andiani Travel,962,7.5,7.4,3,0,0,0,0,0,0
Tulum,18,Casa Cotorro Best Tulum Adventures,1101,9.4,8.8,3,0,1,1,0,0,1
Tulum,3,Departamento de la armonía y felicidad con alberca,555,3.3,1.3,0,0,1,1,0,1,1
Tulum,3,Folklore by Andiani Travel,722,6.2,5.0,3,0,1,0,1,0,1
Tulum,4,Casa Yaakun Kaab,1793,8.3,8.3,4,0,1,1,0,1,1
Tulum,286,Straw Hat Hostel & Rooftop Bar,1531,7.9,7.7,0,0,1,1,0,1,1
Tulum,4,Casa vacacional Tulum,1076,7.5,7.3,0,0,0,1,0,1,1
Tulum,147,Tulum Nueve,1560,9.2,9.1,0,0,1,1,0,1,1
Tulum,9,★ VW Tulum ★Private Villa ★ Private Pool & Parking ★,3613,8.6,9.0,4,0,1,1,1,1,1
Tulum,49,La Casa de Mia Tulum,5298,8.2,8.1,0,1,1,1,0,1,1
Tulum,6,Omara Tulum By Andiani Travel,1530,8.3,7.8,3,0,1,0,0,0,0
Tulum,268,Hostal Cha Cha Cha,847,7.9,7.7,0,1,1,1,0,1,1
Tulum,117,Green Tulum Hotel,638,8.0,7.6,3,0,1,0,0,0,0
Tulum,154,Primitive Rooms Tulum,976,7.0,6.8,3,0,1,1,0,0,1
Tulum,6,CASA IMOX - TULUM,3711,7.9,8.2,0,0,1,1,0,1,1
Tulum,36,NEW! Casa Elda WIFI 100 MB,1456,9.6,9.4,3,0,1,1,0,0,1
Tulum,67,Los Amigos Tulum,1972,8.6,8.6,3,0,1,1,0,1,1
Tulum,330,Casa Mango,493,9.3,9.2,3,0,1,1,1,1,1
Tulum,225,Amaka Calma Riviera Tulum,1460,8.4,8.4,4,0,1,1,0,1,1
Tulum,98,Sanara Tulum,8218,7.7,8.7,4,1,1,1,0,1,1
Tulum,36,Kore Tulum Retreat & Spa Resort All Inclusive - Adults Only,11395,6.5,7.5,5,1,1,1,1,0,1
Tulum,3,HIPHIPSTAY - The Pablo Escobar Villa,2958,7.5,7.0,3,0,1,1,0,1,1
Tulum,6,NEW! ☆King Bed Apartment☆ Aldea Zamá ☆,2474,9.6,9.3,3,0,1,1,0,0,1
Tulum,173,Cabañas La Luna,4881,8.4,8.7,3,1,1,1,1,1,1
Tulum,102,Casa Babel Hostel,1793,6.0,5.8,0,0,1,1,0,0,1
Tulum,88,Be Tulum Beach & Spa Resort,11714,6.7,8.2,5,1,1,1,0,0,1
Tulum,16,Azul Maya,2391,8.1,7.8,3,0,0,1,0,1,1
