city,comments,name,prices,quality_price,rating,stars,heredados,acceso/comunicacion,entretenimiento/deporte,inclusion,ninios,comida/bebida
Tulum,73,posada tumben ka´a,550,9.4,9.1,0,0,1,1,0,1,1
Tulum,4,Halaken Tulum Condo Eco Chic,1195,7.5,8.2,3,1,1,1,0,0,1
Tulum,46,Casa en el Arbol WIFI 100MB!,3155,9.4,9.5,4,0,1,1,0,1,1
Tulum,6,Estudio Jaguar Tulum central park lagunas,2590,8.3,9.2,0,0,1,1,0,0,1
Tulum,3,Phimai Fuego by Andiani Travel,1498,9.2,8.0,0,1,1,1,1,0,1
Tulum,3,"El vivero,Beautiful Apartment in Tulum A1",1434,10,9.7,0,0,1,1,0,0,1
Tulum,39,Hotel Cristina,1200,6.0,5.4,0,0,1,1,0,0,1
Tulum,9,New!! Lovely Studio with exclusive amenities,1480,8.6,8.2,3,0,1,1,0,1,1
Tulum,203,Aloft Tulum,1893,8.3,8.3,4,0,1,1,1,1,1
Tulum,174,The Beach Tulum,17266,8.5,9.2,5,1,1,1,1,0,1
Tulum,16,Penca Blue Hostel,1262,7.3,7.3,0,0,1,1,0,1,1
Tulum,197,Luxury Condos Macondo Tulum,1888,8.5,8.3,3,0,1,1,1,1,1
Tulum,277,Chiringuito Tulum,11017,7.6,8.6,4,1,1,1,0,1,1
Tulum,115,VerdeAmar,1076,9.7,9.6,3,0,1,1,0,1,0
Tulum,476,Hotel Dos Ceibas Eco Retreat Tulum,3700,7.7,8.2,4,1,1,1,0,1,1
Tulum,343,Tunich Jungle Cabañas,1195,7.4,7.5,3,1,1,1,0,1,1
Tulum,292,Casa Coyote Tulum,3034,8.2,7.9,0,1,1,1,0,1,1
Tulum,226,Hacienda Dos Ojos,1274,8.7,8.5,4,0,0,1,0,1,1
Tulum,656,Cacao Tulum -Luxury Condos-,1594,7.9,7.7,3,0,1,1,0,1,1
Tulum,470,O' Tulum Boutique Hotel - Adults Only,3316,7.7,8.0,5,1,1,1,0,0,1
Tulum,544,Zamas Hotel,5479,8.2,8.7,4,1,1,1,1,1,1
Tulum,6,Boho Apartment 6 with access to Hotel Bardo,2098,10,9.3,0,0,1,1,0,1,1
Tulum,268,Pal Mar Glamtainer Tulum,1195,7.7,7.6,3,1,1,1,0,0,0
Tulum,465,Maria Del Mar Tulum - Adults Only,5470,8.1,8.8,4,1,1,1,1,1,1
Tulum,125,ALDEA JO-YAH,1315,9.5,9.4,3,0,1,1,0,1,1
Tulum,8,Vida Tulum Apartment 12 with access to Hotel Bardo,1676,10,9.7,0,0,1,1,0,1,1
Tulum,6,Hotel Chacá,2000,7.9,8.5,5,0,1,1,0,1,1
Tulum,178,Villas Akalan,1035,8.2,8.5,3,0,1,1,1,1,1
Tulum,60,Nerea Tulum,4410,8.8,9.1,4,1,1,1,0,1,1
Tulum,112,Casa Violeta,3785,8.1,8.4,3,1,1,1,0,1,1
Tulum,701,Tubo Tulum Hostel,319,8.0,8.0,0,0,0,0,0,1,1
Tulum,62,NEST Tulum,7335,8.0,8.8,4,1,1,1,0,0,1
Tulum,738,Selina Tulum,3088,7.0,7.5,4,1,1,1,0,1,1
Tulum,452,Gramercy Tulum,5680,7.4,8.0,5,1,1,1,0,0,1
Tulum,311,Co.Bañitas,1162,8.2,8.0,0,0,1,1,0,0,1
Tulum,468,Hotelito Azul,11475,7.4,8.1,5,1,1,1,1,1,1
Tulum,308,Maya Tulum By G Hotels,3927,7.5,7.7,0,1,1,1,0,1,1
Tulum,72,Sonido del mar Hotel Boutique & Yoga Loft,1286,8.9,9.1,3,0,1,1,0,1,1
Tulum,757,Mereva Tulum by Blue Sky,4235,8.0,8.5,4,1,1,1,1,1,1
Tulum,115,Intima Resort Tulum Adults Only (Clothing Optional),2391,7.9,8.2,3,0,1,1,1,0,1
Tulum,345,Caribeña,1518,9.2,9.2,0,0,1,1,0,1,1
Tulum,705,Habitas Tulum,7252,8.2,9.0,0,1,1,1,0,0,1
Tulum,78,Esplendor by Wyndham Tulum Nook,1748,8.6,8.3,4,0,1,1,0,1,1
Tulum,99,Irie Tulum Boutique Hotel,2044,9.3,9.2,0,0,1,1,1,1,1
Tulum,171,Chancabañita Tulum,1813,8.1,8.5,3,1,1,1,0,0,0
Tulum,480,Luna Llena Tulum,884,8.2,8.0,3,1,1,1,0,0,0
Tulum,388,Cinco Tulum,2715,8.0,8.6,0,1,1,1,0,0,1
Tulum,225,Cormoran Boutique Hotel & Private Cenote Tulum,2689,8.2,8.3,3,0,1,1,0,0,0
Tulum,100,Sivana Tulum,2694,7.2,7.5,0,1,1,1,0,1,1
Tulum,16,The Castle Of Tulum,976,9.4,9.5,0,0,1,1,0,1,0
Tulum,148,Los Arrecifes,6973,8.2,8.6,3,1,1,1,1,1,1
Tulum,46,Nahouse Jungle Lodges,1825,9.2,9.3,0,0,1,1,0,0,1
Tulum,3,BIT TULUM Villas,2671,7.5,7.7,4,0,1,1,0,1,1
Tulum,11,LAGUNAS CENTRAL PARK High tech studio with backyard / Pool & Gym at condo! 2 pax,984,9.8,9.2,0,0,1,1,0,0,1
Tulum,153,Residencia Gorila,1096,7.2,7.0,3,0,1,1,0,1,1
Tulum,76,Posada 77,398,7.8,7.2,0,1,1,1,0,1,0
Tulum,110,Las Palapas de Punta Allen,1550,8.9,9.1,0,0,1,1,1,1,1
Tulum,170,Sueños Tulum,8547,8.3,9.3,4,1,1,1,1,1,1
Tulum,208,Delek Tulum located at the party zone,7413,8.0,8.7,0,1,1,1,0,1,1
Tulum,131,Tago Tulum by G Hotels,15784,7.9,8.7,5,1,1,1,0,1,1
Tulum,277,Chavez Eco Beach Camping and Cabañas,1050,8.6,8.9,0,1,1,1,1,1,1
Tulum,21,Casa Leo,1101,8.5,8.0,3,0,1,1,1,1,1
Tulum,395,The Strabon Tulum,843,8.4,8.3,4,0,1,1,0,1,1
Tulum,145,Cachito de Cielo Luxury Jungle Lodge,1594,9.0,9.0,4,0,1,0,0,0,1
Tulum,59,Casa Selva de Luz,1395,7.1,6.7,3,0,1,0,0,1,1
Tulum,364,Villa Pescadores Tulum,5243,8.2,8.8,4,1,1,1,0,1,1
Tulum,174,Little Gem Hotel Tulum La Veleta,1524,9.2,9.2,4,0,1,1,0,1,1
Tulum,32,Baklis Deluxe Apartments & Lofts Tulum,1418,9.2,9.2,3,0,1,1,0,1,1
Tulum,19,Elixir Homes Tulum,611,8.6,8.4,3,0,1,1,0,1,1
Tulum,250,Hostel Oryx,620,8.8,9.0,0,0,1,1,0,0,1
Tulum,152,BT Live Tulum located at the party zone,5006,7.5,8.2,4,1,1,1,0,1,1
Tulum,125,Casa Don Diego,1712,8.7,8.8,3,0,1,1,0,1,1
Tulum,6,Lovely 2 bedroom serviced apartment with pool.,1438,9.6,9.3,3,1,1,1,0,1,1
Tulum,389,Hotel Holistika Tulum,2845,8.5,8.7,4,0,1,1,0,1,1
Tulum,190,Coco Unlimited,8298,7.5,8.2,5,1,1,1,1,1,1
Tulum,340,Huaya Camp,1856,8.8,8.9,3,0,1,1,0,1,1
Tulum,246,MISTIQ Tulum Luxury Condos,1713,8.6,8.3,4,0,1,1,1,1,1
Tulum,512,Casa Malca,12851,7.8,8.8,5,1,1,1,0,1,1
Tulum,210,Hotel Tiki Tiki Tulum,2860,9.2,9.2,4,0,1,1,1,1,1
Tulum,3,Casa Lam Tulum - Deluxe Jungle Suites,795,8.3,8.0,0,0,1,1,1,1,1
Tulum,193,Casa Ganesh Tulum,4080,8.0,8.3,0,1,1,1,0,1,1
Tulum,196,Alaya Tulum,6359,8.3,9.0,4,1,1,1,0,1,1
Tulum,412,Alea Tulum by Blue Sky,4430,8.6,9.1,4,1,1,1,0,0,1
Tulum,11,Loft open space Tulum,1165,8.6,8.5,3,0,1,1,0,0,1
Tulum,548,Che Tulum Hostel & Bar,1987,8.0,8.3,0,1,1,1,0,0,1
Tulum,193,Casa Ganesh Tulum,4080,8.0,8.3,0,1,1,1,0,1,1
Tulum,21,Alojamiento Casa En Tulum,677,8.5,8.0,3,1,1,1,0,1,1
Tulum,195,Lobo Inn Tulum,799,8.2,8.1,3,0,1,1,0,1,1
Tulum,10,Casa Bohemia,797,8.4,7.6,0,0,1,1,0,1,1
Tulum,250,Colorbox beds and rooms by Milenium,1066,9.0,8.7,0,0,1,1,0,1,1
Tulum,83,Tulum Nah,802,8.6,8.3,3,0,1,1,1,1,0
Zama,363,Kuukum Tulum Hotel,2753,8.2,8.0,4,0,1,1,1,1,1
Zama,584,Naay Tulum Curamoria Collection,2490,8.8,8.7,4,0,1,1,1,1,1
Zama,84,Tuluna Tulum Hotel,1877,8.3,8.0,4,0,1,1,0,1,0
Zama,123,Hotel Mamazul Tulum,3012,8.6,8.5,4,0,1,1,1,0,1
Zama,534,"Kimpton - Aluna Tulum, an IHG Hotel",5100,8.8,8.9,5,0,1,1,1,1,1
Zama,561,Orchid House Tulum,3842,8.6,8.7,5,1,1,1,0,0,1
Zama,264,Keej by NIIK Tulum,1361,8.5,8.3,4,0,1,1,0,1,1
Zama,190,Zereno Boutique Hotel,1505,8.9,8.9,0,0,1,1,1,1,1
Zama,224,The Highline Tulum,1646,8.2,8.1,4,1,1,1,1,1,1
Zama,276,Koos Hotel Tulum,842,8.2,7.8,4,0,1,0,0,1,1
Zama,222,Alma De Flores,1434,8.7,8.7,3,0,1,1,1,1,1
Zama,389,Mediterraneo Hotel Tulum,1512,8.7,8.5,3,0,1,1,0,0,1
