airports,beaches,city,comments,name,popular_services,prices,quality_price,rating,services,stars,url
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
",,"
MXN 645
,
MXN 717
,
MXN 681
,
MXN 757
,
MXN 717
,
MXN 797
,
MXN 610
,
MXN 677
",,,"
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
TV de pantalla plana
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",0,https://www.booking.com/hotel/mx/luna-maya-tulum-quintana-roo.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=453&sr_order=popularity&srpvid=bffc19fe8a58038a&srepoch=1653536511&all_sr_blocks=855732101_353107505_3_0_0&highlighted_blocks=855732101_353107505_3_0_0&matching_block_id=855732101_353107505_3_0_0&sr_pri_blocks=855732101_353107505_3_0_0__3240&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
",,"
MXN 2,711
",,,"
,
,
,
,
,
Abierta todo el año
,
,
,
,
,
,
,
,
Para todas las edades
,
,
,
,
,
,
,
,
Toallas de playa/piscina
,
,
,
,
,
,
,
,
Tumbonas/sillas de playa
,
,
,
,
,
,
,
,
Piscina pequeña
,
,
,
,
,
,
,
,
Tumbonas/sillas de playa
,
,
,
,
,
,
,
,
Toallas de playa/piscina
,
,
,
,
,
,
,
,
Papel higiénico
,
,
,
,
,
,
,
,
Toallas
,
,
,
,
,
,
,
,
Toallas / sábanas (por un suplemento)
,
,
,
,
,
,
,
,
Bañera o ducha
,
,
,
,
,
,
,
,
Artículos de aseo gratis
,
,
,
,
,
,
,
,
Secador de pelo
,
,
,
,
,
,
,
,
Ropa de cama
,
,
,
,
,
,
,
,
Zona de comedor exterior
,
,
,
,
,
,
,
,
Muebles de exterior
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Patio
,
,
,
,
,
,
,
,
Balcón
,
,
,
,
,
,
,
,
Terraza
,
,
,
,
,
,
,
,
Mesa de comedor
,
,
,
,
,
,
,
,
Productos de limpieza
,
,
,
,
,
,
,
,
Fogones
,
,
,
,
,
,
,
,
Utensilios de cocina
,
,
,
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Microondas
,
,
,
,
,
,
,
,
Nevera
,
,
,
,
,
,
,
,
Sofá cama
,
,
,
,
,
,
,
,
Entrada privada
,
,
,
,
,
,
,
,
Ventilador
,
,
,
,
,
,
,
,
Vistas al jardín
,
,
,
,
,
,
,
,
Zona de comedor
,
,
,
,
,
,
,
,
Sofá
,
,
,
,
,
,
,
,
Escritorio
,
,
,
,
,
,
,
,
TV de pantalla plana
,
,
,
,
,
,
,
,
Servicio de traslado al aeropuerto
,
,De pago,
,
,
,
,
,
,
,
,
,
Servicio de recogida en el aeropuerto
,
,De pago,
,
,
,
,
,
,
,
,
,
Traslado aeropuerto (de pago)
,
,
,
,
,
,
,
,
Servicio de traslado (de pago)
,
,
,
,
,
,
,
,
Alquiler de coches
,
,
,
,
,
,
,
,
Servicio de conserjería
,
,
,
,
,
,
,
,
Canguro / servicios para niños
,
,De pago,
,
,
,
,
,
,
,
,
,
Servicio de limpieza diario
,
,De pago,
,
,
,
,
,
,
,
,
,
Caja fuerte
,
,
,
,
,
,
,
,
Apartamento privado en edificio
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",4,https://www.booking.com/hotel/mx/luxury-loft-aldea-zama.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=452&sr_order=popularity&srpvid=bffc19fe8a58038a&srepoch=1653536511&all_sr_blocks=852550801_352634582_3_0_0&highlighted_blocks=852550801_352634582_3_0_0&matching_block_id=852550801_352634582_3_0_0&sr_pri_blocks=852550801_352634582_3_0_0__13608&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
Estudio recién contruido en Tulum con vista a la jungla y bicis gratis
",,"
MXN 1,793
,
MXN 1,992
",,,"
,
,
,
,
,
Abierta todo el año
,
,
,
,
,
,
,
,
Para todas las edades
,
,
,
,
,
,
,
,
Toallas de playa/piscina
,
,
,
,
,
,
,
,
Toallas de playa/piscina
,
,
,
,
,
,
,
,
Zona de cocina
,
,
,
,
,
,
,
,
Baño privado
,
,
,
,
,
,
,
,
TV de pantalla plana
,
,
,
,
,
,
,
,
Balcón
,
,
,
,
,
,
,
,
Terraza
,
,
,
,
,
,
,
,
Jardín
,
,
,
,
,
,
,
,
Vistas
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Calefacción
,
,
,
,
,
,
,
,
Habitaciones familiares
,
,
,
,
,
,
,
,
Habitaciones sin humo
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",0,https://www.booking.com/hotel/mx/estudio-recien-contruido-en-tulum-con-vista-a-la-jungla-y-bicis-gratis.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=482&sr_order=popularity&srpvid=9d4c19feee51002a&srepoch=1653536511&all_sr_blocks=705881101_295413163_2_0_0&highlighted_blocks=705881101_295413163_2_0_0&matching_block_id=705881101_295413163_2_0_0&sr_pri_blocks=705881101_295413163_2_0_0__9000&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
",,"
MXN 1,614
,
MXN 1,793
,
MXN 1,452
,
MXN 1,614
",,,"
,
,
,
,
,
Abierta todo el año
,
,
,
,
,
,
,
,
Para todas las edades
,
,
,
,
,
,
,
,
Papel higiénico
,
,
,
,
,
,
,
,
Bidet
,
,
,
,
,
,
,
,
Bañera o ducha
,
,
,
,
,
,
,
,
WC
,
,
,
,
,
,
,
,
Artículos de aseo gratis
,
,
,
,
,
,
,
,
Secador de pelo
,
,
,
,
,
,
,
,
Bañera
,
,
,
,
,
,
,
,
Ducha
,
,
,
,
,
,
,
,
Terraza / solárium
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Lavadora
,
,
,
,
,
,
,
,
Zona de cocina
,
,
,
,
,
,
,
,
Calefacción
,
,
,
,
,
,
,
,
TV de pantalla plana
,
,
,
,
,
,
,
,
Canales por cable
,
,
,
,
,
,
,
,
TV
,
,
,
,
,
,
,
,
Canales de pago
,
,
,
,
,
,
,
,
Cámaras de seguridad fuera del alojamiento
,
,
,
,
,
,
,
,
Cámaras de seguridad en las zonas comunitarias
,
,
,
,
,
,
,
,
Detectores de humo
,
,
,
,
,
,
,
,
Seguridad 24 horas
,
,
,
,
,
,
,
,
Sala de juegos
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",3,https://www.booking.com/hotel/mx/chill-apartment-in-aldea-zama.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=481&sr_order=popularity&srpvid=9d4c19feee51002a&srepoch=1653536511&all_sr_blocks=847380001_351839708_2_0_0&highlighted_blocks=847380001_351839708_2_0_0&matching_block_id=847380001_351839708_2_0_0&sr_pri_blocks=847380001_351839708_2_0_0__8100&from_beach_sr=1&from=searchresults
,,"
México
,
Quintana Roo
,
Tulum
",,"
Hotel casa cenote
",,"
MXN 12,600
,
MXN 14,000
,
MXN 14,850
,
MXN 16,500
",,,"
,
,
,
,
,
Abierta todo el año
,
,
,
,
,
,
,
,
,
Horario de apertura
,
,
,
,
,
,
,
,
,
Solo para adultos
,
,
,
,
,
,
,
,
Clases de fitness
,
,
,
,
,
,
,
,
Clases de yoga
,
,
,
,
,
,
,
,
Silla de masajes
,
,
,
,
,
,
,
,
Masaje corporal completo
,
,
,
,
,
,
,
,
Masaje de manos
,
,
,
,
,
,
,
,
Masaje en pareja
,
,
,
,
,
,
,
,
Masaje de pies
,
,
,
,
,
,
,
,
Masaje de cuello
,
,
,
,
,
,
,
,
Masaje de espalda
,
,
,
,
,
,
,
,
Paquetes de spa / bienestar
,
,
,
,
,
,
,
,
Zona de spa / relajación
,
,
,
,
,
,
,
,
Instalaciones de spa
,
,
,
,
,
,
,
,
Baño público
,
,
,
,
,
,
,
,
Bañera de hidromasaje / jacuzzi
,
,
,
,
,
,
,
,
Masajes
,
,
,
,
,
,
,
,
Spa y centro de bienestar
,
,De pago,
,
,
,
,
,
,
,
,
,
Papel higiénico
,
,
,
,
,
,
,
,
Toallas
,
,
,
,
,
,
,
,
Toallas / sábanas (por un suplemento)
,
,
,
,
,
,
,
,
Baño privado
,
,
,
,
,
,
,
,
WC
,
,
,
,
,
,
,
,
Artículos de aseo gratis
,
,
,
,
,
,
,
,
Armario
,
,
,
,
,
,
,
,
Vistas a la piscina
,
,
,
,
,
,
,
,
Vistas al mar
,
,
,
,
,
,
,
,
Zona de pícnic
,
,
,
,
,
,
,
,
Mobiliario exterior
,
,
,
,
,
,
,
,
Situado frente a la playa
,
,
,
,
,
,
,
,
Zona privada de playa
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Balcón
,
,
,
,
,
,
,
,
Terraza
,
,
,
,
,
,
,
,
Jardín
,
,
,
,
,
,
,
,
Enchufe cerca de la cama
,
,
,
,
,
,
,
,
Tour o clase sobre cultura local
,
,De pago,
,
,
,
,
,
,
,
,
,
Happy hour
,
,De pago,
,
,
,
,
,
,
,
,
,
Tours en bici
,
,De pago,
,
,
,
,
,
,
,
,
,
Ruta de bares
,
,De pago,
,
,
,
,
,
,
,
,
,
Playa
,
,
,
,
,
,
,
,
Snorkel
,
,De pago,
,
,
,
,
,
,
,
,
,
Ciclismo
,
,Fuera del alojamiento,
,
,
,
,
,
,
,
,
,
Pesca
,
,De pago,
,
,
,
,
,
,
,
,
,
Zona de estar
,
,
,
,
,
,
,
,
Vino / champán
,
,De pago,
,
,
,
,
,
,
,
,
,
Menú para niños
,
,
,
,
,
,
,
,
Bar
,
,
,
,
,
,
,
,
Restaurante
,
,
,
,
,
,
,
,
Minibar
,
,
,
,
,
,
,
,
Servicio de traslado al aeropuerto
,
,De pago,
,
,
,
,
,
,
,
,
,
Servicio de recogida en el aeropuerto
,
,De pago,
,
,
,
,
,
,
,
,
,
Registro de entrada / salida privado
,
,
,
,
,
,
,
,
Servicio de conserjería
,
,
,
,
,
,
,
,
Información turística
,
,
,
,
,
,
,
,
Cambio de moneda
,
,
,
,
,
,
,
,
Servicio de limpieza diario
,
,
,
,
,
,
,
,
Servicio de lavandería
,
,De pago,
,
,
,
,
,
,
,
,
,
Extintores
,
,
,
,
,
,
,
,
Seguridad 24 horas
,
,
,
,
,
,
,
,
WiFi de pago
,
,
,
,
,
,
,
,
Traslado aeropuerto (de pago)
,
,
,
,
,
,
,
,
Servicio de traslado (de pago)
,
,
,
,
,
,
,
,
Zona de fumadores
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Entrada privada
,
,
,
,
,
,
,
,
Alquiler de coches
,
,
,
,
,
,
,
,
Almuerzos para llevar
,
,
,
,
,
,
,
,
Habitaciones familiares
,
,
,
,
,
,
,
,
Peluquería / salón de belleza
,
,
,
,
,
,
,
,
Caja fuerte
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",4,https://www.booking.com/hotel/mx/casa-cenote-tulum1.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=480&sr_order=popularity&srpvid=9d4c19feee51002a&srepoch=1653536511&all_sr_blocks=775758102_335876057_2_1_0&highlighted_blocks=775758102_335876057_2_1_0&matching_block_id=775758102_335876057_2_1_0&sr_pri_blocks=775758102_335876057_2_1_0__1260000&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
Amor infinito
",,"
MXN 1,574
,
MXN 1,749
,
MXN 1,417
,
MXN 1,574
",,,"
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Lavadora
,
,
,
,
,
,
,
,
Zona de cocina
,
,
,
,
,
,
,
,
Calefacción
,
,
,
,
,
,
,
,
Vistas
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Español
,
,
",0,https://www.booking.com/hotel/mx/amor-infinito.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=479&sr_order=popularity&srpvid=9d4c19feee51002a&srepoch=1653536511&all_sr_blocks=820445701_344726416_2_0_0&highlighted_blocks=820445701_344726416_2_0_0&matching_block_id=820445701_344726416_2_0_0&sr_pri_blocks=820445701_344726416_2_0_0__157426&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
",,"
MXN 1,524
,
MXN 1,693
",,,"
,
,
,
,
,
Fogones
,
,
,
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Microondas
,
,
,
,
,
,
,
,
Nevera
,
,
,
,
,
,
,
,
Ropa de cama
,
,
,
,
,
,
,
,
Papel higiénico
,
,
,
,
,
,
,
,
Toallas
,
,
,
,
,
,
,
,
Secador de pelo
,
,
,
,
,
,
,
,
Escritorio
,
,
,
,
,
,
,
,
TV de pantalla plana
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Tetera / cafetera
,
,
,
,
,
,
,
,
Guardaequipaje
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",0,https://www.booking.com/hotel/mx/la-veleta-apartamento-de-lujo-chaak.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=477&sr_order=popularity&srpvid=9d4c19feee51002a&srepoch=1653536511&all_sr_blocks=841285801_350846561_2_0_0&highlighted_blocks=841285801_350846561_2_0_0&matching_block_id=841285801_350846561_2_0_0&sr_pri_blocks=841285801_350846561_2_0_0__7650&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
Spectacular PH with Hot Tub SPECIAL PRICE TILL JUNE
",,"
MXN 3,506
,
MXN 3,896
",,,"
,
,
,
,
,
Abierta todo el año
,
,
,
,
,
,
,
,
Para todas las edades
,
,
,
,
,
,
,
,
Bañera de hidromasaje / jacuzzi
,
,
,
,
,
,
,
,
Mesa de comedor
,
,
,
,
,
,
,
,
Productos de limpieza
,
,
,
,
,
,
,
,
Tostadora
,
,
,
,
,
,
,
,
Fogones
,
,
,
,
,
,
,
,
Horno
,
,
,
,
,
,
,
,
Secadora de ropa
,
,
,
,
,
,
,
,
Utensilios de cocina
,
,
,
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Lavadora
,
,
,
,
,
,
,
,
Microondas
,
,
,
,
,
,
,
,
Nevera
,
,
,
,
,
,
,
,
Zona de cocina
,
,
,
,
,
,
,
,
Ropa de cama
,
,
,
,
,
,
,
,
Armario
,
,
,
,
,
,
,
,
Papel higiénico
,
,
,
,
,
,
,
,
Toallas
,
,
,
,
,
,
,
,
Bañera o ducha
,
,
,
,
,
,
,
,
Baño privado
,
,
,
,
,
,
,
,
WC
,
,
,
,
,
,
,
,
Secador de pelo
,
,
,
,
,
,
,
,
Bañera
,
,
,
,
,
,
,
,
Ducha
,
,
,
,
,
,
,
,
Zona de comedor
,
,
,
,
,
,
,
,
Sofá
,
,
,
,
,
,
,
,
Escritorio
,
,
,
,
,
,
,
,
TV de pantalla plana
,
,
,
,
,
,
,
,
TV
,
,
,
,
,
,
,
,
Enchufe cerca de la cama
,
,
,
,
,
,
,
,
Perchero
,
,
,
,
,
,
,
,
Entrada privada
,
,
,
,
,
,
,
,
Calefacción
,
,
,
,
,
,
,
,
Ventilador
,
,
,
,
,
,
,
,
Plancha para ropa
,
,
,
,
,
,
,
,
Bañera de hidromasaje
,
,
,
,
,
,
,
,
Toda la unidad accesible en silla de ruedas
,
,
,
,
,
,
,
,
Acceso a pisos superiores en ascensor
,
,
,
,
,
,
,
,
Muebles de exterior
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Balcón
,
,
,
,
,
,
,
,
Terraza
,
,
,
,
,
,
,
,
Jardín
,
,
,
,
,
,
,
,
Minibar
,
,
,
,
,
,
,
,
Tetera / cafetera
,
,
,
,
,
,
,
,
Vistas al jardín
,
,
,
,
,
,
,
,
Apartamento privado en edificio
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Habitaciones sin humo
,
,
,
,
,
,
,
,
Detector de monóxido de carbono
,
,
,
,
,
,
,
,
Alemán
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
,
,
,
,
,
,
Francés
,
,
,
,
,
,
,
,
Italiano
,
,
",4,https://www.booking.com/hotel/mx/spectacular-5-ph-w-special-price-till-april.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=478&sr_order=popularity&srpvid=9d4c19feee51002a&srepoch=1653536511&all_sr_blocks=821878901_344948830_2_0_0&highlighted_blocks=821878901_344948830_2_0_0&matching_block_id=821878901_344948830_2_0_0&sr_pri_blocks=821878901_344948830_2_0_0__350630&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de casas y chalets
,
México
,
Quintana Roo
,
Tulum
",,"
Gres House - Tulum
",,"
MXN 2,266
,
MXN 2,385
",,,"
,
,
,
,
,
Mesa de comedor
,
,
,
,
,
,
,
,
Tostadora
,
,
,
,
,
,
,
,
Horno
,
,
,
,
,
,
,
,
Utensilios de cocina
,
,
,
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Microondas
,
,
,
,
,
,
,
,
Zona de cocina
,
,
,
,
,
,
,
,
Ropa de cama
,
,
,
,
,
,
,
,
Armario
,
,
,
,
,
,
,
,
Vestidor
,
,
,
,
,
,
,
,
Papel higiénico
,
,
,
,
,
,
,
,
Toallas
,
,
,
,
,
,
,
,
Bañera o ducha
,
,
,
,
,
,
,
,
WC
,
,
,
,
,
,
,
,
Bañera
,
,
,
,
,
,
,
,
Zona de comedor
,
,
,
,
,
,
,
,
Sofá
,
,
,
,
,
,
,
,
Zona de estar
,
,
,
,
,
,
,
,
Enchufe cerca de la cama
,
,
,
,
,
,
,
,
Sofá cama
,
,
,
,
,
,
,
,
Cama plegable
,
,
,
,
,
,
,
,
Mosquitera
,
,
,
,
,
,
,
,
Entrada privada
,
,
,
,
,
,
,
,
Calefacción
,
,
,
,
,
,
,
,
Ventilador
,
,
,
,
,
,
,
,
Mobiliario exterior
,
,
,
,
,
,
,
,
Muebles de exterior
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Balcón
,
,
,
,
,
,
,
,
Jardín
,
,
,
,
,
,
,
,
Windsurf
,
,Fuera del alojamiento,
,
,
,
,
,
,
,
,
,
Pesca
,
,Fuera del alojamiento,
,
,
,
,
,
,
,
,
,
Vistas al jardín
,
,
,
,
,
,
,
,
Cambio de moneda
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Prohibido fumar en todo el alojamiento
,
,
,
,
,
,
,
,
Habitaciones familiares
,
,
,
,
,
,
,
,
Inglés
,
,
,
,
,
,
,
,
Español
,
,
",0,https://www.booking.com/hotel/mx/gres-house-tulum.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=439&sr_order=popularity&srpvid=5c0619fe9f8e02da&srepoch=1653536511&all_sr_blocks=820846801_344784171_3_0_0&highlighted_blocks=820846801_344784171_3_0_0&matching_block_id=820846801_344784171_3_0_0&sr_pri_blocks=820846801_344784171_3_0_0__226598&from_beach_sr=1&from=searchresults
,,"
Todas las opciones de apartamentos
,
México
,
Quintana Roo
,
Tulum
",,"
",,"
MXN 1,004
,
MXN 1,116
,
MXN 904
,
MXN 1,004
",,,"
,
,
,
,
,
Cocina
,
,
,
,
,
,
,
,
Zona de cocina
,
,
,
,
,
,
,
,
Piscina privada
,
,
,
,
,
,
,
,
Aire acondicionado
,
,
,
,
,
,
,
,
Español
,
,
",0,https://www.booking.com/hotel/mx/real-victoria-tulum-quintana-roo.es.html?label=eco156bi-1BCAEoggI46AdIM1gDaKABiAEBmAEKuAEZyAEM2AEB6AEBiAIBqAIDuALr77qUBsACAdICJGQ1ODBjZTMzLTA0NmUtNGMzZS1hNTA3LTdlNDJmZjViN2I1MNgCBeACAQ&sid=727fe81adc4a2d47b502637ad18231b3&aid=1588647&ucfs=1&arphpl=1&checkin=2022-06-24&checkout=2022-06-25&dest_id=-1707023&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=440&sr_order=popularity&srpvid=5c0619fe9f8e02da&srepoch=1653536511&all_sr_blocks=837428801_349705408_2_0_0&highlighted_blocks=837428801_349705408_2_0_0&matching_block_id=837428801_349705408_2_0_0&sr_pri_blocks=837428801_349705408_2_0_0__5040&from_beach_sr=1&from=searchresults
