,city,comments,name,prices,quality_price,rating,services,stars,id,rank
1230,Bacalar,2,Hotel El Mirador,,0.0,2.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Desayuno disponible # Hotel para no fumadores # Recepción disponible las 24 horas # Servicio de lavandería # Lavandería de autoservicio # Aire acondicionado # Servicio de limpieza # Plancha # Microondas # Minibar # Refrigerador # Bañera/Ducha # Productos de tocador de cortesía # Suites # Habitaciones para familias,2.0,192,187
1232,Bacalar,21,Zazil Hostel,,0.0,3.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Playa # Alquiler de bicicletas # Guardería # Centro de negocios con acceso a Internet # Aire acondicionado # Playa privada # Chimenea # Servicio de limpieza # Caja fuerte # Kitchenette # Microondas # Refrigerador # Habitaciones para no fumadores # Habitaciones para familias,0,193,188
1233,Bacalar,2,Quinta Bacalar Hotel especializado,,0.0,3.5,Estacionamiento gratis # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Red para mosquitos # Hotel para no fumadores # Kitchenette # Minibar # Refrigerador # Utensilios de cocina,0,194,189
1234,Bacalar,4,Hotel Jireh,,0.0,3.5,Estacionamiento gratis # Piscina # Actividades infantiles (Ideal para niños / familias) # Piscina para niños # Red para mosquitos # Hotel para no fumadores # Recepción disponible las 24 horas # Check-in y check-out privado # Aire acondicionado # Servicio de limpieza # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para familias,0,195,190
1235,Bacalar,4,Hotel Bacalove Alojamiento,,0.0,1.0,,0,196,191
1216,Bacalar,3,Cabanas MR Hostal especializado,,0.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Red para mosquitos # Hotel para no fumadores # Recepción disponible las 24 horas # Escritorio # Botellas de agua # Productos de tocador de cortesía,0,197,192
1215,Bacalar,3,Villas San Felipe,,0.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Desayuno gratis # Alquiler de bicicletas # Actividades infantiles (Ideal para niños / familias) # Conserje # Hotel para no fumadores # Aire acondicionado # Kitchenette # Habitaciones para familias,0,198,193
1127,Bacalar,12,Gran Balam Hotel B & B,,5.0,5.0,Actividades infantiles (Ideal para niños / familias),0,199,194
1236,Bacalar,1,El Mirador Posada,,0.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Playa # Actividades infantiles (Ideal para niños / familias) # Aire acondicionado # Habitaciones para familias,0,200,195
1194,Bacalar,9,Bacalar Camping El Arbol de la Vida,,0.0,4.5,Estacionamiento público gratuito cercano # Internet de alta velocidad gratuito (WiFi) # Alquiler de bicicletas # Juegos de mesa/Rompecabezas # Red para mosquitos # Baño compartido # Cocina compartida # Recepción disponible las 24 horas # Kitchenette # Productos de tocador de cortesía,1.5,201,196
1195,Bacalar,89,Bacalar Casa Lahar Villa vacacional,,4.0,4.0,Estacionamiento en la calle # Internet gratuito # Clases de yoga # Desayuno disponible # Navegación # Patio # Se admiten mascotas ( Se aceptan perros / mascotas ) # Instalaciones para hacer parrillas # Playa privada # Baño adicional # Sofá # Baños privados # Bañera/Ducha # Vista a la piscina # Habitaciones para no fumadores # Habitaciones para familias,0,202,197
1196,Bacalar,18,Agave Blue Bacalar,,4.5,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Playa # Navegación # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Instalaciones para hacer parrillas # Playa privada # Caja fuerte # Baños privados # Máquina de café/té # Kitchenette # Refrigerador # Utensilios de cocina # Bañera/Ducha # Vista a un lugar de interés # Habitaciones para familias,0,203,198
1197,Bacalar,108,Hotel Nido del Quetzal,,4.0,4.0,Estacionamiento gratis # Estacionamiento en la calle # Internet de alta velocidad gratuito (WiFi) # Wifi # Desayuno gratis # Actividades infantiles (Ideal para niños / familias) # Instalaciones para hacer parrillas # Red para mosquitos # Aire acondicionado # Servicio de limpieza # Productos de tocador de cortesía # Habitaciones para no fumadores # Habitaciones para familias,0,204,199
1198,Bacalar,29,Morgan House Hostel,,5.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Desayuno gratis # Se admiten mascotas ( Se aceptan perros / mascotas ) # Kitchenette,0,205,200
1199,Bacalar,34,Hotelito La Ceiba Posada,,4.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Actividades infantiles (Ideal para niños / familias) # Aire acondicionado # Kitchenette,0,206,201
1231,Bacalar,1,Hotel Margarita Bacalar Hotel especializado,,0.0,3.0,Estacionamiento gratis # Internet gratuito # Desayuno disponible # Alquiler de bicicletas # Navegación # Los niños se alojan gratis # Transporte al aeropuerto # Servicios de maquillaje # Habitaciones insonorizadas # Aire acondicionado # Servicio de limpieza # Servicio a la habitación # Máquina de café/té # TV por cable/satélite # Camas extralargas # Ducha a ras de suelo # Vista a la ciudad # Habitaciones para no fumadores # Habitaciones para familias,0,207,202
1263,Bacalar,76,Bacalar Casachina Hostal,,3.5,3.5,Estacionamiento gratis # Internet gratuito # Wifi público # Desayuno gratis # Se admiten mascotas ( Se aceptan perros / mascotas ) # Almacenamiento de equipaje # Conserje # Hotel para no fumadores # Habitaciones para no fumadores # Habitaciones para familias,0,210,205
1131,Bacalar,19,Hotel Balché,,5.0,4.5,Internet de alta velocidad gratuito (WiFi) # Internet # Actividades infantiles (Ideal para niños / familias) # Almacenamiento de equipaje # Hotel para no fumadores # Aire acondicionado,0,211,206
1132,Bacalar,122,Casa Lamat,1234 # 1240 # 1234,3.5,4.0,Estacionamiento gratis # Internet gratuito # Playa # Alquiler de bicicletas # Se admiten mascotas ( Se aceptan perros / mascotas ) # Spa # Conserje # Hotel para no fumadores # Habitaciones para no fumadores # Habitaciones para familias,0,212,207
1133,Bacalar,382,Bacalar Lagoon Resort Villa vacacional,,5.0,4.5,Estacionamiento gratis # Internet gratuito # Toallas para la piscina/playa # Desayuno gratis # Actividades infantiles (Ideal para niños / familias) # Hotel para no fumadores # Reposeras/Sillas playeras # Check-in y check-out privado # Botellas de agua # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores # Habitaciones para familias,3.0,213,208
1135,Bacalar,737,Centro Holistico Akalki Spa,7612,4.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi público # Bar/Salón # Canotaje # Spa # Conserje # Hotel para no fumadores # Balcón privado # Vista al mar # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,215,210
1136,Bacalar,62,Bacalar Sunrise Villa Alojamiento,1461 # 1264,5.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Desayuno gratis # Bicicletas disponibles # Canotaje # Actividades infantiles (Ideal para niños / familias) # Equipo para niños para jugar al aire libre # Se admiten mascotas ( Se aceptan perros / mascotas ) # Cortinas blackout # Aire acondicionado # Escritorio # Balcón privado # Guardarropa/Ropero # Máquina de café/té # TV pantalla plana # Ducha a ras de suelo # Vista a un lugar de interés # Suites # Habitaciones para familias,0,216,211
1137,Bacalar,20,Villa Marilu B & B,,5.0,4.5,Internet de alta velocidad gratuito (WiFi) # Bar/Salón # Actividades infantiles (Ideal para niños / familias),0,217,212
1138,Bacalar,53,Hotel Sun Ha Bacalar,1584 # 1584 # 1584,4.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi público # Desayuno gratis # Actividades infantiles (Ideal para niños / familias) # Hotel para no fumadores # Aire acondicionado # Habitaciones para no fumadores # Habitaciones para familias,2.0,218,213
1139,Bacalar,236,Casa Bakal Hostal,2884 # 2601,3.0,4.0,Estacionamiento gratis # Internet gratuito # Piscina # Clases de yoga # Desayuno gratis # Playa # Navegación # Se admiten mascotas ( Se aceptan perros / mascotas ) # Aire acondicionado # Servicio de limpieza # Caja fuerte # Botellas de agua # Baños privados # Productos de tocador de cortesía # Vista a un lugar de interés # Habitaciones para no fumadores,0,219,214
1140,Bacalar,17,Hotel ADE,1019 # 1019,0.0,3.5,Estacionamiento privado pagado cercano # Internet gratuito # Wifi # Alquiler de bicicletas # Actividades infantiles (Ideal para niños / familias) # Terraza en la azotea # Check-in y check-out exprés # Aire acondicionado # Servicio de limpieza # Botellas de agua # Baños privados # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores # Habitaciones para familias,0,220,215
1141,Bacalar,15,Casa Yunuem Hostal,,0.0,4.0,Estacionamiento en la calle # Internet de alta velocidad gratuito (WiFi) # Desayuno gratis # Bicicletas disponibles # Excursionismo # Libros #  DVD #  música para niños # Actividades infantiles (Ideal para niños / familias) # Terraza en la azotea # Aire acondicionado # Comedor # Servicio de limpieza # Sala de estar # Microondas # Horno # TV por cable/satélite # Bañera/Ducha # Habitaciones para no fumadores,0,221,216
1121,Bacalar,5,Hotelito K´uyche´ Alojamiento,787 # 787,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Aire acondicionado # Habitaciones para no fumadores # Habitaciones para familias,0,222,217
1120,Bacalar,1,Hotel Khaban Bacalar Hotel especializado,,0.0,5.0,,0,223,218
1119,Bacalar,2,Capital O Hotel Pejelagarto Bacalar,,0.0,5.0,,0,224,219
1118,Bacalar,2,Hotel Xa'an,,0.0,5.0,,0,225,220
1098,Bacalar,35,Posada Guadalupe,,4.5,4.0,Estacionamiento público pagado cercano # Internet de alta velocidad gratuito (WiFi) # Wifi # Máquina expendedora # Actividades infantiles (Ideal para niños / familias) # Almacenamiento de equipaje # Red para mosquitos # Aire acondicionado # Bañera/Ducha # Productos de tocador de cortesía,0,226,221
1099,Bacalar,4,Aldea Che-eek,1250,0.0,5.0,,0,227,222
1113,Bacalar,26,VILLA COLIBRÍ BACALAR Posada,4747 # 1419 # 1138,2.0,3.5,Estacionamiento gratuito privado cercano # Internet gratuito # Piscina # Sauna # Desayuno gratis # Alquiler de bicicletas # Sala de juegos # Patio de juegos para niños # Aire acondicionado # Escritorio # Servicio de limpieza # Caja fuerte # Guardarropa/Ropero # Minibar # TV por cable/satélite # Productos de tocador de cortesía # Vista a la piscina # Habitaciones para no fumadores # Habitaciones para familias,0,228,223
1112,Bacalar,4,Royal Palm Bacalar Cabanas & Lagoon Club Posada,1250 # 1015 # 1250,0.0,3.5,,0,229,224
1111,Bacalar,6,Casa Eek Balaám Hostal,,0.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Se admiten mascotas ( Se aceptan perros / mascotas ) # Servicio a la habitación # Suites,0,230,225
1110,Bacalar,3,Poza Clara Sanctuary Hotel,1499 # 1199 # 1199,0.0,4.5,Actividades infantiles (Ideal para niños / familias),0,231,226
1109,Bacalar,7,OYO Hotel Casa Ariana Alojamiento,720 # 665 # 720,0.0,4.5,Estacionamiento gratis,0,232,227
1107,Bacalar,4,Tropic Bacalar,1900,0.0,4.0,,0,233,228
1130,Bacalar,9,Zensus,1566 # 1566 # 1566,0.0,5.0,,0,234,229
1142,Bacalar,26,Hotel Casa Lima,893,4.5,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Restaurante # Actividades infantiles (Ideal para niños / familias) # Transporte al aeropuerto # Tienda de regalos # Hotel para no fumadores # Recepción disponible las 24 horas # Habitaciones insonorizadas # Aire acondicionado # Servicio de limpieza # Estante para la ropa # Productos de tocador de cortesía # Suite nupcial # Habitaciones para familias,0,235,230
1105,Bacalar,6,Stone Aparments,1114,0.0,3.0,Actividades infantiles (Ideal para niños / familias),0,236,231
1102,Bacalar,1,Xibalbá Bacalar Hotel,,0.0,2.0,,0,239,234
1101,Bacalar,1,Cedro Rojo,,0.0,1.0,,0,240,235
1100,Bacalar,1,Hotel Maalob Che Bacalar By Rotamundos,,0.0,1.0,,0,241,236
1106,Bacalar,12,Pancho Villas,1820,0.0,3.5,Bañera de hidromasaje # Actividades infantiles (Ideal para niños / familias) # Servicio de lavandería,0,242,237
1129,Bacalar,292,Hotel Los Aluxes Bacalar Complejo turístico especializado,,3.5,3.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Bañera de hidromasaje # Bar/Salón # Piscina para niños # Centro de negocios con acceso a Internet # Seguridad las 24 horas # Hotel para no fumadores # Aire acondicionado # Escritorio # Balcón privado # Caja fuerte # Sofá # Guardarropa/Ropero # Botellas de agua # TV pantalla plana # Vista a la piscina # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,243,238
1134,Bacalar,99,Amigos Hotelito,1800 # 1800,4.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Desayuno disponible # Playa # Alquiler de bicicletas # Almacenamiento de equipaje # Cambio de divisas # Servicio de lavandería # Aire acondicionado # Habitaciones para no fumadores # Habitaciones para familias,0,244,239
1126,Bacalar,25,Casa Sol y Luna Bacalar B & B,,0.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Desayuno gratis # Restaurante # Playa # Actividades infantiles (Ideal para niños / familias) # Aire acondicionado # Estante para la ropa # Kitchenette,0,245,240
1262,Bacalar,7,Peggy and Scott's Cabanas,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Actividades infantiles (Ideal para niños / familias) # Kitchenette # Suites,0,246,241
1261,Bacalar,12,Maya Cala Villa vacacional,,5.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Playa # Actividades infantiles (Ideal para niños / familias) # Aire acondicionado,0,247,242
1193,Bacalar,8,Delmar Camping,,0.0,5.0,Actividades infantiles (Ideal para niños / familias),0,248,243
1241,Bacalar,1,Casa Kukulkan,,0.0,3.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Playa # Se admiten mascotas ( Se aceptan perros / mascotas ) # Servicio de traslado en autobús # Masaje # Hotel para no fumadores # Cocina compartida # Aire acondicionado # Playa privada # Servicio de limpieza # Caja fuerte # Botellas de agua # TV pantalla plana # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para familias,0,249,244
1242,Bacalar,1,Casa Maya Blue Hostal,,0.0,3.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Desayuno gratis # Playa # Alquiler de bicicletas # Casino y juegos de azar # Conserje # Servicio de lavandería # Aire acondicionado,0,250,245
1243,Bacalar,3,Tribu Camping,,0.0,3.5,,0,251,246
1245,Bacalar,2,Hotel Nikté Bacalar Alojamiento,,0.0,3.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Desayuno gratis # Bar/Salón # Servicio de lavandería # Aire acondicionado # Servicio a la habitación # Habitaciones para familias,0,252,247
1128,Bacalar,27,Villa Balu Hotel Boutique,,4.5,4.0,Estacionamiento # Internet de alta velocidad gratuito (WiFi) # Wifi # Actividades infantiles (Ideal para niños / familias) # Hotel para no fumadores # Terraza solárium # Recepción disponible las 24 horas # Aire acondicionado # Servicio de limpieza # Caja fuerte,3.0,253,248
1247,Bacalar,1,Hotel Amarbacalar Posada,,0.0,4.0,,0,254,249
1248,Bacalar,6,Tucan Village B & B,,0.0,3.5,,0,255,250
1249,Bacalar,6,El Búho Lagoon,,0.0,3.5,Estacionamiento gratis # Wifi # Desayuno gratis # Bar/Salón # Restaurante # Playa # Alquiler de bicicletas # Patio de juegos para niños # Aire acondicionado # Baños privados # Máquina de café/té # Minibar # Vista a un lugar de interés # Habitaciones para no fumadores # Habitaciones para familias,0,256,251
1238,Bacalar,18,Blue Matisse,,3.0,2.5,Restaurante # Actividades infantiles (Ideal para niños / familias),0,257,252
1250,Bacalar,1,Bakala,,0.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi,0,258,253
1252,Bacalar,3,Hotel Dana,,4.5,4.0,Piscina # Bar/Salón # Restaurante # Actividades infantiles (Ideal para niños / familias) # Red para mosquitos # Servicio de lavandería # Aire acondicionado # Sala de estar # Productos de tocador de cortesía,0,259,254
1253,Bacalar,4,Ximbal Camping,,0.0,4.0,Internet de alta velocidad gratuito (WiFi) # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Servicio de limpieza # Caja fuerte # Utensilios de cocina # Bañera/Ducha # Productos de tocador de cortesía,0,260,255
1246,Bacalar,1,Bacalar Laguna Club & Glamping,,0.0,4.0,,0,261,256
1255,Bacalar,2,Hotel Miriam Hotel especializado,,0.0,4.5,Actividades infantiles (Ideal para niños / familias),0,262,257
1254,Bacalar,10,Cabanas Panto-Ha,,4.5,4.0,Red para mosquitos # Baño compartido,0,263,258
1124,Bacalar,20,Hotel Lunas,,4.0,4.5,Estacionamiento público gratuito cercano # Estacionamiento en la calle # Internet de alta velocidad gratuito (WiFi) # Alquiler de bicicletas # Actividades infantiles (Ideal para niños / familias) # Red para mosquitos # Hotel para no fumadores # Recepción disponible las 24 horas # Batas de baño # Aire acondicionado # Servicio de limpieza # Servicio a la habitación # Estante para la ropa # Refrigerador # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para familias,0,264,259
1123,Bacalar,52,Kulu Tubohostel Bacalar B & B,,0.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Actividades infantiles (Ideal para niños / familias) # Servicio de taxi # Masaje de cuerpo completo # Almacenamiento de equipaje # Aire acondicionado # Plancha # Servicio de despertador/Reloj despertador # Vista a la piscina,0,265,260
1122,Bacalar,1,Xulada Manux Alojamiento,,5.0,5.0,Estacionamiento gratis # Wifi # Piscina # Desayuno gratis # Transporte al aeropuerto # Solo para adultos # Check-in y check-out privado # Servicio de lavandería # Baños privados # Camas extralargas # Bañera/Ducha,0,266,261
1190,Bacalar,10,Hotel Moon Lagoon Bacalar Alojamiento,,5.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi,0,267,262
1189,Bacalar,21,Posada Casa Madrid,,4.5,3.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Alquiler de bicicletas # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Aire acondicionado # Bañera/Ducha # Habitaciones para no fumadores # Habitaciones para familias,0,268,263
1125,Bacalar,163,Tortuga Bacalar Hostal,,4.0,3.5,Estacionamiento gratis # Internet gratuito # Bar/Salón # Playa # Navegación # Se admiten mascotas ( Se aceptan perros / mascotas ) # Servicio de taxi # Masaje de cuerpo completo # Aire acondicionado # Playa privada # Servicio de limpieza # Baños privados # Habitaciones para no fumadores # Habitaciones para familias,0,269,264
1251,Bacalar,1,El Meson del Pirata Hostal,,0.0,5.0,Internet de alta velocidad gratuito (WiFi) # Restaurante # Actividades infantiles (Ideal para niños / familias) # Almacenamiento de equipaje # Hotel para no fumadores # Servicio de limpieza # Habitaciones para familias,0,270,265
1260,Bacalar,8,Kairós,,0.0,4.0,Restaurante # Actividades infantiles (Ideal para niños / familias),0,271,266
1259,Bacalar,12,Rancho Alegre Bacalar Complejo turístico especializado,,4.0,3.5,Estacionamiento gratis # Restaurante # Menús para dietas especiales # Playa # Salas de reuniones # Hotel para no fumadores # Bañera/Ducha # Habitaciones para familias,0,272,267
1258,Bacalar,2,Camping Jardín De Venus,,0.0,5.0,,0,273,268
1257,Bacalar,2,Hospedaje Consuelo Hostal especializado,,0.0,4.5,Hotel para no fumadores # Aire acondicionado # Habitaciones para familias,0,274,269
1256,Bacalar,2,Casa Coral Alojamiento,,0.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Se admiten mascotas ( Se aceptan perros / mascotas ),0,275,270
1192,Bacalar,7,Villas Karalv,,5.0,5.0,Restaurante # Playa # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Aire acondicionado,0,276,271
1432,Isla Aguada,9,Freedom Shores,,3.0,4.0,Internet de alta velocidad gratuito (WiFi) # Wifi # Bar/Salón # Restaurante # Playa # Actividades infantiles (Ideal para niños / familias) # Red para mosquitos # Servicio de lavandería # Aire acondicionado # Escritorio # Servicio a la habitación # Sala de estar # Bañera/Ducha # Habitaciones para familias,3.0,332,2
1447,Isla Aguada,34,Cabañas Laguna Complejo turístico especializado,,4.0,4.0,Estacionamiento gratis # Wifi # Piscina # Cafetería # Playa # Alquiler de bicicletas # Piscina para niños # Se admiten mascotas ( Se aceptan perros / mascotas ) # Cortinas blackout # Aire acondicionado # Escritorio # Servicio de limpieza # Balcón privado # Máquina de café/té # Lavavajillas # Bañera/Ducha # Vista a la piscina # Habitaciones para no fumadores # Habitaciones para familias,4.0,333,3
1472,Isla Aguada,2,Hotel Piñera Alojamiento,,0.0,3.0,Actividades infantiles (Ideal para niños / familias),0,334,4
1466,Isla Aguada,8,Iguana´s Cabaña Complejo turístico especializado,,0.0,5.0,Estacionamiento gratis # Piscina # Bar/Salón # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Salas de reuniones # Con acceso a la pista de esquí # Hotel para no fumadores # Aire acondicionado # Servicio a la habitación # Minibar # Habitaciones para no fumadores # Habitaciones para familias,0,338,8
821,Isla Mujeres,66,Casa Bonita and Villas Casa de alquiler,,4.5,4.5,Estacionamiento gratis # Wifi # Piscina # Playa # Actividades infantiles (Ideal para niños / familias) # Red para mosquitos # Hotel para no fumadores # Servicio de lavandería # Aire acondicionado # Estante para la ropa # Plancha # Máquina de café/té # Kitchenette # Microondas # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,341,1
803,Isla Mujeres,33,Maya Casitas Hostal especializado,,4.0,4.5,Internet de alta velocidad gratuito (WiFi) # Internet # Desayuno gratis # Bar/Salón # Actividades infantiles (Ideal para niños / familias) # Aire acondicionado # Sala de estar # Plancha # Bañera/Ducha # Productos de tocador de cortesía # Secador de pelo # Habitaciones para no fumadores,0,342,2
804,Isla Mujeres,90,Capital O Chac Chi Hotel & Suites,,4.5,4.0,Estacionamiento público gratuito cercano # Internet gratuito # Piscina # Desayuno gratis # Alquiler de bicicletas # Bicicletas disponibles # Los niños se alojan gratis # Alquiler de autos # Aire acondicionado # Comedor # Servicio de limpieza # Balcón privado # Kitchenette # TV por cable/satélite # Camas extralargas # Bañera/Ducha # Vista al mar # Vista a la ciudad # Vista a la piscina # Habitaciones para no fumadores # Suites # Habitaciones para familias # Habitaciones para fumadores disponibles,0,343,3
805,Isla Mujeres,18,Villa Elena Isla Mujeres Apartamento,,4.5,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Actividades infantiles (Ideal para niños / familias) # Solo para adultos # Hotel para no fumadores # Aire acondicionado # Kitchenette # Suites,2.5,344,4
807,Isla Mujeres,10,Ikal Island Garden Alojamiento,,0.0,5.0,,0,345,5
808,Isla Mujeres,175,Francis Arlene Hotel,1575,4.0,3.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Solo para adultos # Hotel para no fumadores # Aire acondicionado # Balcón privado # Caja fuerte # Kitchenette # Refrigerador # TV pantalla plana # Habitaciones para no fumadores,2.0,346,6
580,Isla Mujeres,4165,Privilege Aluxes Resort (todo incluido),,4.5,4.5,Estacionamiento público gratuito cercano # Internet de alta velocidad gratuito (WiFi) # Piscina # Gimnasio / Sala de entrenamiento # Desayuno gratis # Playa # Buceo # Transporte al aeropuerto # Cortinas blackout # Batas de baño # Aire acondicionado # Baño adicional # Servicio de limpieza # Kitchenette # TV pantalla plana # Bañera con hidromasaje # Vista al mar # Vista a la ciudad # Vista a la piscina # Habitaciones para no fumadores # Suites,5.0,347,7
809,Isla Mujeres,23,Posada Paso Del Sol Hostal especializado,644 # 620 # 620 # 620,4.0,4.0,Internet de alta velocidad gratuito (WiFi) # Actividades infantiles (Ideal para niños / familias) # Aire acondicionado # Estante para la ropa # Plancha # Máquina de café/té # Minibar # Utensilios de cocina # Habitaciones para no fumadores,0,348,8
811,Isla Mujeres,17,casa azul maya Apartamento,1501 # 1501 # 1501 # 1501 # 1499,5.0,4.5,Estacionamiento gratis # Internet gratuito # Piscina infinita # Desayuno gratis # Alquiler de bicicletas # Bicicletas disponibles # Cadenas de televisión para niños # Transporte al aeropuerto # Cortinas blackout # Habitaciones insonorizadas # Aire acondicionado # Comedor # Máquina de café/té # TV por cable/satélite # Camas extralargas # Ducha a ras de suelo # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,349,9
814,Isla Mujeres,94,Hotel Kinich,1890,4.5,4.5,Internet de alta velocidad gratuito (WiFi) # Wifi # Restaurante # Hotel para no fumadores # Recepción disponible las 24 horas # Aire acondicionado # Servicio de limpieza # Balcón privado # Caja fuerte # Kitchenette # Microondas # Refrigerador # Habitaciones para no fumadores # Suites,3.0,350,10
813,Isla Mujeres,77,Los Arcos Suites Hotel,,4.5,4.0,Internet de alta velocidad gratuito (WiFi) # Wifi # Conserje # Hotel para no fumadores # Aire acondicionado # Caja fuerte # Kitchenette # Microondas # Refrigerador # Bañera/Ducha # Habitaciones para familias,2.0,351,11
815,Isla Mujeres,31,Lola Hotel,,4.5,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Playa # Alquiler de bicicletas # Actividades infantiles (Ideal para niños / familias) # Transporte al aeropuerto # Batas de baño # Aire acondicionado # Servicio de limpieza # Balcón privado # Caja fuerte # Sala de estar # Ducha a ras de suelo # Bañera/Ducha # Vista al mar # Vista a la piscina # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,352,12
816,Isla Mujeres,72,Luna d' Miel Apartamento,,4.5,4.5,Estacionamiento gratis # Estacionamiento en la calle # Internet de alta velocidad gratuito (WiFi) # Piscina # Playa # Spa # Solo para adultos # Hotel para no fumadores # Aire acondicionado # Playa privada # Servicio de limpieza # Caja fuerte # Máquina de café/té # Kitchenette # Bañera/Ducha # Secador de pelo # Habitaciones para no fumadores # Suites,2.0,353,13
817,Isla Mujeres,131,Hotel Isleño,1546 # 1546,4.5,4.0,Internet de alta velocidad gratuito (WiFi) # Wifi # Hotel para no fumadores # Recepción disponible las 24 horas # Aire acondicionado # Escritorio # Balcón privado # Caja fuerte # Refrigerador # TV pantalla plana # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores # Habitaciones para familias,3.0,354,14
818,Isla Mujeres,82,Sea Hawk B & B,,4.5,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Playa # Aire acondicionado # Caja fuerte # Kitchenette # Refrigerador # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores,0,355,15
819,Isla Mujeres,212,Casa Ixchel,,4.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Piscina al aire libre # Bar/Salón # Solo para adultos # Almacenamiento de equipaje # Aire acondicionado # Servicio de limpieza # Balcón privado # Servicio a la habitación # Kitchenette # Refrigerador # Vista al mar # Habitaciones para no fumadores # Suites,0,356,16
820,Isla Mujeres,286,Hotel Xbulu-Ha,1269 # 1142 # 1142,4.5,4.0,Internet de alta velocidad gratuito (WiFi) # Wifi # Esnórquel # Almacenamiento de equipaje # Hotel para no fumadores # Aire acondicionado # Caja fuerte # Kitchenette # Microondas # Refrigerador # TV pantalla plana # Habitaciones para no fumadores # Suites,2.0,357,17
