city,comments,name,prices,quality_price,rating,stars,id,rank,heredados,total_heredados,acceso/comunicacion,total_acceso/comunicacion,entretenimiento/deporte,total_entretenimiento/deporte,ninios,total_ninios,comida/bebida,total_comida/bebida
Isla Mujeres,1,Villas Chacpel 18 Hostal especializado,,0.0,5.0,0,373,33,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,3,Casa Ka'an Alojamiento,,0.0,3.5,0,374,34,0,0,0,0,1,1,1,1,0,0
Isla Mujeres,1,Casa Alba Alojamiento,,0.0,5.0,0,375,35,0,0,0,0,0,0,1,1,0,0
Isla Mujeres,7,Casa Ixchel,,5.0,3.5,3.0,376,36,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,1,Lola,,0.0,5.0,0,377,37,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,111,Casa Flamboyan Villa vacacional,,5.0,5.0,0,378,38,1,1,1,2,1,3,0,0,1,3
Isla Mujeres,12,Mar y Sol,,4.5,3.5,0,379,39,1,1,0,0,0,0,0,0,1,1
Isla Mujeres,62,Casa Coco by Coco B Isla Hotel,,5.0,5.0,4.0,380,40,1,2,1,2,1,2,1,2,1,2
Isla Mujeres,6,Posada Silver Inn,,0.0,2.5,0,381,41,0,0,0,0,0,0,0,0,1,1
Isla Mujeres,234,WorldMark Isla Mujeres Resort,,4.5,4.5,3.5,382,42,0,0,1,1,1,2,0,0,1,4
Isla Mujeres,7,Casa del Sol,,5.0,3.5,0,391,51,0,0,0,0,0,0,1,1,0,0
Isla Mujeres,1,Casa Paloma Blanca Hostel,,0.0,4.0,0,398,58,1,2,1,2,1,1,1,1,1,1
Isla Mujeres,139,Lolo Lorena,,5.0,5.0,0,399,59,0,0,1,2,1,2,1,1,1,4
Isla Mujeres,73,Isla Caracol,,4.0,3.5,0,400,60,0,0,1,2,1,2,1,1,1,1
Isla Mujeres,1019,Na Balam Beach Hotel,3048.0,3.5,3.5,3.5,401,61,1,2,1,1,1,1,0,0,1,1
Isla Mujeres,105,Chichi's 'n Charlies Rancho,,4.0,3.5,0,403,63,1,1,1,2,0,0,1,2,1,2
Isla Mujeres,19,Tres Mentiras Boutique Rooms Hotel especializado,,4.5,4.5,3.0,404,64,0,0,1,3,1,1,0,0,1,3
Isla Mujeres,100,Icaco Island Village Apartamento,,4.5,4.5,3.0,406,66,0,0,1,2,1,2,1,1,1,3
Isla Mujeres,845,María del Mar,,3.5,3.5,3.0,410,70,1,2,1,2,1,1,1,1,1,2
Isla Mujeres,398,Hotel Villa Kiin B & B,,3.5,3.5,3.0,411,71,1,2,1,2,0,0,0,0,1,1
Isla Mujeres,179,Balu Hostel & Bar,,4.0,4.5,0,412,72,0,0,1,1,1,2,1,1,1,1
Isla Mujeres,153,Villas Coco Resort,,4.0,4.0,3.0,413,73,0,0,1,2,1,2,0,0,1,3
Isla Mujeres,16,Hotel Maya,,0.0,2.5,0,414,74,0,0,1,1,0,0,0,0,0,0
Isla Mujeres,3,Loma Isla Bonita Condominiums,,4.0,3.5,0,416,76,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,1,Valoreva Lolo's Guesthouse Alojamiento,,0.0,5.0,3.0,417,77,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,7,Ocean Drive Hotel - Isla Mujeres,,0.0,2.5,3.0,419,79,1,1,1,1,1,1,0,0,0,0
Isla Mujeres,183,Hotel Marcianito,,4.5,4.0,2.0,420,80,0,0,1,2,0,0,1,1,1,1
Isla Mujeres,3,Hotel Maria Elena,,0.0,4.5,2.0,421,81,0,0,1,1,1,2,0,0,1,1
Isla Mujeres,29,Casa Luna Turquesa Villa vacacional,,4.5,4.5,0,422,82,0,0,1,2,1,1,0,0,1,3
Isla Mujeres,33,Eco Cabanas Pirata Morgan Casa de campo,,4.5,4.5,0,424,84,1,1,1,1,0,0,1,1,1,2
Isla Mujeres,3,Cande's Apartments Alojamiento,,0.0,5.0,0,425,85,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,989,Nautibeach Condos Hotel,,4.5,4.5,3.0,427,87,1,3,1,1,1,2,1,1,1,3
Isla Mujeres,3,Casa Alkimia Oceanfront B & B,,0.0,4.0,0,429,89,1,3,1,1,1,1,0,0,1,3
Isla Mujeres,2,Mia Reef Isla Mujeres Resort,,0.0,5.0,0,430,90,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,11,La Casa Naranja Hotel,,3.5,3.5,0,431,91,0,0,1,2,0,0,1,1,1,2
Isla Mujeres,1,Villas Mundaca Hotel,,0.0,5.0,0,432,92,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,17,Villa Amistad,,4.5,4.5,0,433,93,1,2,1,1,1,3,1,2,1,3
Isla Mujeres,55,Hostel Azucar,,4.5,3.5,0,434,94,0,0,1,2,0,0,0,0,0,0
Isla Mujeres,154,Playa Arena Hotel,,4.5,4.5,0,435,95,1,2,1,2,1,2,0,0,1,4
Isla Mujeres,3,La Hacienda B&B Alojamiento,,0.0,5.0,0,436,96,0,0,1,2,1,1,0,0,1,3
Isla Mujeres,4,Maravilla Caribe Alojamiento,,0.0,5.0,0,437,97,1,3,1,2,0,0,0,0,1,3
Isla Mujeres,22,Casa Vista Alegre,,4.5,4.5,0,438,98,0,0,1,2,1,1,0,0,1,3
Isla Mujeres,14,Sol Dorado de Pia Apartamento,,5.0,4.5,0,439,99,1,2,1,2,0,0,1,1,1,1
Isla Mujeres,16,Casa Zuzy Apartments Apartamento,,5.0,4.5,0,440,100,0,0,1,2,0,0,0,0,1,1
Isla Mujeres,19,Hotel Osorio,,4.0,3.5,0,441,101,0,0,0,0,0,0,0,0,1,1
Isla Mujeres,2,Casa Azul Isla Mujeres,,0.0,5.0,3.0,442,102,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,14,Hotel Xul-ha,,4.0,4.0,0,443,103,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,5,Casa Alkimia Town,,5.0,5.0,0,444,104,0,0,1,2,0,0,0,0,1,1
Isla Mujeres,20,Esduma La Perla Hotel Isla Mujeres Hostal,,0.0,4.0,0,445,105,1,2,1,1,1,2,1,3,1,2
Isla Mujeres,32,Villas Hinaha Hotel,,3.0,3.0,0,446,106,1,1,1,2,0,0,1,1,1,2
Isla Mujeres,1,Hotel Riu Palace Costa Mujeres,,0.0,5.0,0,447,107,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,1,Casa Talavera Hotel,,0.0,5.0,0,448,108,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,910,Villa La Bella B & B,,5.0,5.0,0,450,110,1,2,1,1,1,1,0,0,1,2
Isla Mujeres,220,Casitas del Mar Villa vacacional,,5.0,5.0,0,451,111,1,2,1,2,0,0,0,0,1,3
Isla Mujeres,1,Cuxos Boutique Hotel,,0.0,3.0,0,452,112,1,1,1,3,0,0,0,0,1,2
Isla Mujeres,2,Skull's Landing,,0.0,5.0,0,454,114,0,0,0,0,0,0,0,0,1,2
Isla Mujeres,17,Hotel el Paraiso Posada,,4.5,4.0,0,455,115,0,0,1,2,1,1,0,0,1,1
Isla Mujeres,347,Hotel Las Palmas,,4.5,4.5,0,456,116,0,0,1,2,1,3,1,1,1,2
Isla Mujeres,10,Hotel Garrafon,,4.0,3.5,0,458,118,1,1,0,0,0,0,0,0,1,3
Isla Mujeres,29,Hotel Casa Espana,,3.5,3.5,0,460,120,0,0,1,2,1,1,0,0,1,2
Isla Mujeres,59,Punta Piedra Apartamento,,4.5,4.5,0,461,121,1,1,1,2,1,1,1,1,1,2
Isla Mujeres,18,Villas Punta Sur,,4.5,4.0,0,462,122,0,0,0,0,0,0,1,1,1,3
Isla Mujeres,86,Hotel Sueño Maya Apartamento,,4.0,3.5,2.0,463,123,0,0,1,2,1,1,1,1,1,1
Isla Mujeres,2,Casa Celeste Alojamiento,,0.0,5.0,0,464,124,0,0,1,2,1,1,0,0,1,1
Isla Mujeres,17,Marina Isla Mujeres Hotel,,0.0,4.5,0,465,125,0,0,1,2,1,1,0,0,1,4
Isla Mujeres,262,Casa El Pío Villa vacacional,,5.0,5.0,0,467,127,1,1,1,3,1,1,0,0,1,1
Isla Mujeres,45,Zina's Guest House,,5.0,4.5,0,470,130,0,0,1,2,1,1,0,0,0,0
Isla Mujeres,26,Villa Makax Apartamento,,4.0,4.5,0,471,131,1,1,1,2,1,1,0,0,1,3
Isla Mujeres,33,Su Casa Beach Cottages,,4.0,4.0,0,472,132,1,1,1,1,0,0,0,0,1,2
Isla Mujeres,29,Capi's Apartments Apartamento,,5.0,5.0,0,473,133,0,0,1,2,0,0,0,0,1,2
Isla Mujeres,11,Casa del Mar Hostal especializado,,5.0,5.0,0,474,134,0,0,1,1,0,0,1,1,0,0
Isla Mujeres,550,Playa La Media Luna Hotel,,4.0,4.0,4.0,475,135,1,3,1,1,1,2,1,1,1,2
Isla Mujeres,14,Casa de la Playa   Isla Mujeres Villa vacacional,,5.0,5.0,0,476,136,0,0,0,0,0,0,0,0,1,1
Isla Mujeres,2039,Isla Mujeres Palace Resort (todo incluido),,4.5,4.5,4.5,477,137,1,3,1,2,1,3,0,0,1,3
Isla Mujeres,434,Nomads Hotel & Beach Club Isla Mujeres Hostal,,5.0,5.0,0,478,138,1,3,1,2,1,2,0,0,1,3
Isla Mujeres,2104,Zoëtry Villa Rolandi Isla Mujeres Cancun Hotel,,4.5,4.5,5.0,479,139,1,3,1,2,1,3,0,0,1,2
Isla Mujeres,516,Hotel Secreto,,4.0,4.5,3.5,480,140,1,3,1,1,1,3,0,0,1,1
Isla Mujeres,695,Casa de Los Sueños  Hotel,,4.5,4.5,4.0,481,141,1,2,1,3,1,1,1,1,1,3
Isla Mujeres,27,Maria Leticia Apartments,,4.5,4.5,0,482,142,0,0,1,1,0,0,0,0,1,1
Isla Mujeres,81,Hotel Paradise Suites,,4.5,4.5,0,483,143,0,0,1,1,1,2,1,2,1,2
Isla Mujeres,68,Isla Retreats,,4.5,5.0,0,484,144,1,2,1,2,1,2,0,0,1,3
Isla Mujeres,2,VC Hotel Boutique,,0.0,4.5,0,485,145,0,0,1,1,0,0,1,1,0,0
Isla Mujeres,16,Casa Isleño Villa vacacional,,5.0,5.0,0,486,146,0,0,1,2,0,0,0,0,1,4
Isla Mujeres,1,Casa Elegante Alojamiento,,0.0,5.0,0,487,147,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,26,Casa Cural,,4.5,4.0,0,488,148,1,1,1,1,0,0,1,1,1,1
Isla Mujeres,153,Maria's Kan-kin Hotel,,3.5,3.5,3.0,491,151,1,3,1,1,1,3,1,2,1,4
Isla Mujeres,54,Bahía Tolok Apartamento,,4.0,4.5,0,492,152,1,2,1,2,1,2,1,3,1,2
Isla Mujeres,10,Casa del Jaguar Beach Hotel,,4.0,5.0,0,493,153,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,302,Hotel Plaza Almendros,,4.0,4.0,3.0,494,154,0,0,1,1,1,2,1,1,1,2
Isla Mujeres,520,Rocamar Hotel Panoramico,,4.5,4.0,2.5,495,155,1,2,1,1,1,2,0,0,1,1
Isla Mujeres,475,Hotel La Joya,,4.5,4.5,3.0,496,156,1,3,1,1,1,3,0,0,1,2
Isla Mujeres,697,Hotel Posada Del Mar Hostal,,4.0,3.5,3.0,497,157,1,1,1,2,1,3,0,0,0,0
Isla Mujeres,695,Hotel Bahia Chac Chi,,4.5,4.5,4.0,498,158,1,1,1,1,1,2,0,0,1,2
Isla Mujeres,130,Hotel D'Gomar,,4.0,3.5,2.0,499,159,0,0,1,2,0,0,1,1,1,1
Isla Mujeres,119,Lotus Beach Hotel,,5.0,5.0,3.0,500,160,1,2,1,3,1,2,0,0,1,2
Isla Mujeres,4,Imperla Hotel,,0.0,4.5,0,501,161,0,0,0,0,0,0,0,0,0,0
Isla Mujeres,824,Selina Isla Mujeres Hostal,,4.0,4.0,1.0,504,164,1,1,1,2,1,1,0,0,1,2
Isla Mujeres,25,Puerto Isla Mujeres Resort & Yacht Club Complejo turístico especializado,,4.0,4.0,0,505,165,0,0,1,1,1,2,0,0,1,1
Loreto,2205,Villa Del Palmar At The Islands Of Loreto By Danzante Bay Hotel,,4.5,4.5,4.0,507,1,1,3,1,2,1,3,1,2,1,3
Loreto,587,Hotel Santa Fe Loreto By Villa Group,1679.0,4.5,4.5,3.0,508,2,0,0,1,1,1,2,1,3,1,4
Loreto,219,Hotel Oasis,2521.0,3.5,3.5,3.0,509,3,1,2,1,2,1,3,1,2,1,2
Loreto,814,Loreto Bay Golf Resort & Spa at Baja Hotel,1940.0,4.0,3.5,4.5,510,4,1,3,1,2,1,4,1,2,1,1
Loreto,1002,Hotel La Misión Loreto,3212.0,4.5,4.5,3.5,511,5,1,2,1,1,1,3,1,2,1,2
Loreto,2,Casa Palmas Altas Campground,,0.0,4.5,0,512,6,0,0,1,2,1,1,1,1,1,1
Loreto,1,Fray Junipero Serra Motel Alojamiento,,0.0,4.0,0,513,7,0,0,0,0,1,1,0,0,0,0
Loreto,1,Paradise Villas Loreto Alojamiento,,0.0,4.0,0,514,8,0,0,0,0,0,0,1,1,0,0
Loreto,1,Ocean Golf And Villa Rentals Private D Hostal especializado,,0.0,5.0,0,515,9,0,0,0,0,0,0,0,0,0,0
Loreto,1,Duve Coral,,0.0,4.0,0,516,10,0,0,1,2,0,0,0,0,1,1
Loreto,172,Hotel Tripui Resort,1592.0,4.5,4.5,3.0,517,11,0,0,1,2,1,2,1,1,1,1
Loreto,10,Quinta Bonita Hotel & Suites Hotel especializado,,4.5,4.5,0,518,12,0,0,0,0,0,0,1,1,0,0
Loreto,67,Hostal Casas Loreto,,5.0,5.0,0,520,14,0,0,1,2,0,0,0,0,0,0
Loreto,87,Iguana Inn,,5.0,5.0,0,521,15,0,0,1,2,0,0,0,0,1,3
Loreto,5,Dome Suite Domes Alojamiento,,0.0,5.0,0,522,16,1,2,1,3,1,1,0,0,1,3
Loreto,9,Rosarito Hotel,,0.0,4.0,0,523,17,0,0,0,0,0,0,0,0,0,0
Loreto,214,La Damiana Inn,,5.0,4.5,3.0,524,18,0,0,1,1,1,1,1,1,0,0
Loreto,45,Casa Mangos Loreto,,5.0,5.0,0,528,22,0,0,1,2,1,1,0,0,1,2
Loreto,23,Villas Santo Niño,,5.0,5.0,0,529,23,0,0,1,3,1,1,0,0,1,2
Loreto,142,Posada del Cortes Hotel,2389.0,4.5,4.5,2.0,530,24,0,0,1,3,1,1,1,1,1,1
Loreto,72,Hamman's Vacaciones de Renta en Loreto Villa vacacional,,5.0,5.0,0,531,25,1,1,1,2,1,1,0,0,1,3
Loreto,60,Hotel Angra,1016.0,4.5,4.5,2.5,532,26,0,0,1,2,0,0,0,0,1,1
Loreto,5,Danzante Destination Resort Posada,,0.0,4.0,2.5,533,27,0,0,0,0,0,0,0,0,0,0
Loreto,77,Hotel 1697 Loreto,2319.0,4.5,4.5,3.0,535,29,0,0,1,2,1,1,0,0,1,2
Loreto,34,Hotel Posada San Martin Motel,,4.5,4.0,0,536,30,0,0,1,2,0,0,0,0,0,0
Loreto,87,Hotel Plaza Loreto,,4.0,3.5,3.0,537,31,0,0,1,1,0,0,1,2,1,1
Loreto,21,Motel Junipero,,4.0,3.0,0,538,32,0,0,0,0,0,0,0,0,0,0
Loreto,3,Camino Real Resort,,3.0,4.5,0,540,34,1,1,1,1,1,2,1,1,1,2
Loreto,9,Mi Cortez Zone,,5.0,5.0,0,541,35,0,0,0,0,0,0,0,0,0,0
Loreto,14,Loreto Shores RV Park,,3.5,4.0,0,542,36,1,1,1,1,1,1,0,0,0,0
Loreto,1,Cabañas Rústicas El Benny By Rotamundos,,0.0,5.0,0,543,37,0,0,0,0,0,0,0,0,0,0
Loreto,19,Motel El Dorado,,4.0,3.0,0,544,38,0,0,1,1,0,0,0,0,1,1
Loreto,351,Coco Cabanas Loreto Hotel,,5.0,5.0,0,545,39,0,0,1,2,1,4,1,2,1,3
Loreto,98,Desert Inn at Loreto Hotel,,3.0,3.0,3.5,546,40,1,1,1,1,1,1,1,1,1,1
Loreto,327,Las Cabanas de Loreto Hotel,,5.0,5.0,0,547,41,0,0,1,2,1,2,1,1,1,3
Loreto,181,Posada de las Flores Loreto Hotel,2480.0,3.5,4.0,4.0,548,42,1,2,1,1,1,1,0,0,1,2
Loreto,34,Bugambilias Suites Hotel,1507.0,5.0,5.0,2.5,549,43,0,0,1,2,0,0,1,1,1,2
Loreto,1,OYO Hotel Miramar Alojamiento,,0.0,4.0,0,550,44,0,0,0,0,0,0,0,0,0,0
Loreto,68,SuKasa Bungalows Rancho,,4.5,4.5,0,551,45,1,1,1,2,0,0,1,1,1,3
Loreto,12,El Moro Motel and RV Park,,4.5,3.0,0,552,46,0,0,1,1,0,0,1,1,1,1
Loreto,1,Dome Suite Domes B & B,,0.0,5.0,0,553,47,0,0,0,0,0,0,0,0,0,0
Loreto,97,Hacienda Suites Hotel,1720.0,4.0,3.5,3.0,554,48,0,0,1,2,1,1,1,1,1,1
Loreto,277,El Tiburon Casitas Hotel,,5.0,5.0,0,555,49,1,1,1,3,1,3,1,1,1,1
Loreto,1,Baja Mia Alojamiento,,0.0,5.0,0,556,50,0,0,0,0,0,0,0,0,0,0
Loreto,2,Casa La Castaneda,,0.0,3.5,0,557,51,0,0,0,0,0,0,0,0,0,0
Mazunte,78,Hostal La Isla,,4.5,4.5,0,567,1,0,0,1,2,0,0,0,0,0,0
Mazunte,29,Hotel DF Playa Mazunte,,4.5,5.0,0,568,2,1,1,1,2,0,0,0,0,1,2
Mazunte,96,Cabanas Balamjuyuc Hostal,,4.5,4.0,0,569,3,1,1,1,2,1,1,1,1,1,2
Mazunte,36,Posada de las Flores B & B,,5.0,4.5,3.0,570,4,0,0,1,1,1,2,1,1,1,1
Mazunte,15,Posada Mazuntinas,,5.0,5.0,0,571,5,1,2,1,3,0,0,1,1,1,3
Mazunte,103,Posada Ziga Hotel,,4.0,4.0,0,572,6,1,2,1,2,0,0,1,1,1,1
Mazunte,17,Posada Olivo Casa de campo,,5.0,5.0,0,573,7,0,0,1,1,0,0,1,1,0,0
Mazunte,1,Cabanas Amaia,,0.0,5.0,0,577,11,0,0,0,0,0,0,0,0,0,0
Mazunte,2,Villas Renata,,0.0,4.0,0,579,13,0,0,0,0,0,0,1,1,0,0
Mazunte,1,Posada Nuuna,,0.0,5.0,0,580,14,0,0,1,2,0,0,0,0,1,1
Mazunte,2,Los Winchys Posada Hotel,,0.0,1.0,0,581,15,0,0,0,0,0,0,0,0,0,0
Mazunte,203,Posada del Arquitecto,,4.0,3.5,0,582,16,1,2,1,2,0,0,0,0,1,2
Mazunte,26,Cocolia Hotel Alojamiento,,5.0,4.5,0,583,17,1,1,1,2,1,1,0,0,1,1
Mazunte,117,Celeste Del Mar,,5.0,5.0,3.0,585,19,1,3,1,1,0,0,0,0,1,1
Mazunte,5,Cabanas Sicaru Hotel,,0.0,5.0,0,586,20,0,0,0,0,0,0,0,0,0,0
Mazunte,143,El copal Hotel,,4.5,4.5,2.5,587,21,1,3,1,2,1,1,1,2,1,1
Mazunte,932,Casa Pan de Miel Hotel boutique,,4.5,5.0,0,597,31,1,2,1,1,1,2,0,0,1,2
Mazunte,275,Las Almas Petit Hotel,,5.0,5.0,0,598,32,1,1,1,3,1,1,0,0,1,1
Mazunte,99,Posada Arigalan B & B,,4.5,4.5,0,601,35,1,1,1,3,0,0,0,0,1,1
Mazunte,53,Altamira Mazunte Hotel,,4.0,3.5,0,603,37,1,2,1,1,1,2,1,3,1,2
Mazunte,3,Dharma Hostel & Spa,,0.0,3.5,0,604,38,0,0,0,0,0,0,0,0,0,0
Mazunte,168,OceanoMar Hotel,,5.0,5.0,4.0,605,39,1,2,1,1,1,2,1,1,1,1
Mazunte,11,Casa Huijazoo nature & balance,,3.0,3.5,2.0,606,40,0,0,1,2,0,0,1,1,1,1
Mazunte,2,Casa Mono,,0.0,3.0,0,607,41,0,0,0,0,0,0,0,0,0,0
Mazunte,1,Casa Maria,,0.0,4.0,0,608,42,0,0,0,0,0,0,0,0,0,0
Mazunte,1,Hotel Bendita Luna,,0.0,4.0,0,609,43,0,0,0,0,0,0,0,0,0,0
Mazunte,1,Cabañas La Mermerjita Alojamiento,,0.0,1.0,0,612,46,0,0,0,0,0,0,0,0,0,0
Mazunte,1,Casa Sérénité,,0.0,5.0,0,613,47,1,2,1,2,0,0,1,1,0,0
Mazunte,107,Casa Mermejita Villa vacacional,2250.0,4.5,4.5,3.0,614,48,1,1,1,1,1,1,1,2,1,1
Mazunte,3,Carpe Diem Casitas & Villa Mazunte,,0.0,2.5,0,617,51,0,0,0,0,0,0,0,0,0,0
Mazunte,1,Posada Ecohabitas Alojamiento,,0.0,5.0,0,618,52,0,0,0,0,0,0,0,0,0,0
Mazunte,5,Posada Las Tortuguitas,,0.0,3.0,0,621,55,0,0,1,2,0,0,1,1,1,2
Mazunte,164,ZOA Hotel,6773.0,4.5,4.5,4.5,622,56,1,3,1,1,1,3,0,0,1,1
Mazunte,1,La Secreta Caprichosa Casa de campo,,0.0,5.0,0,623,57,1,1,1,2,0,0,1,1,1,1
Mazunte,6,Posada y restaurant Yuri Casa de campo,,1.0,3.5,0,624,58,0,0,0,0,0,0,0,0,0,0
Mazunte,2,Hotel Casa del Mar Mazunte,,0.0,3.5,0,626,60,0,0,0,0,0,0,1,1,0,0
Mazunte,25,Cabañas Telayú,840.0,4.0,3.5,0,628,62,0,0,0,0,1,2,1,1,0,0
Mazunte,8,Cabanas Abril,,4.0,3.5,0,629,63,0,0,0,0,0,0,0,0,0,0
Mazunte,66,Una Posada Mas Alojamiento,,5.0,5.0,0,630,64,0,0,1,2,0,0,1,1,0,0
Mazunte,1,Hotel Casa Lu,,0.0,5.0,0,631,65,0,0,0,0,0,0,0,0,0,0
Mazunte,19,Luna de Miel,,5.0,4.0,3.0,633,67,1,1,1,2,0,0,1,1,1,3
Mazunte,1,Hotel El Mazunte Posada,,0.0,4.0,0,638,72,0,0,0,0,0,0,0,0,0,0
Mazunte,24,Casa Mazunte Tierra Viva Casa de campo,785.0,5.0,4.5,2.0,639,73,1,1,1,1,0,0,1,2,1,4
Sisal,2,Mon´s Place,,0.0,5.0,0,1430,1,0,0,0,0,0,0,0,0,0,0
Sisal,3,Hotel La Casona De Sisal,,0.0,4.5,0,1432,3,1,1,1,1,1,2,0,0,1,1
Sisal,1,Casa Kinich Sisal Hostal especializado,,0.0,5.0,0,1433,4,0,0,0,0,0,0,0,0,0,0
Sisal,2,Finca Viejo Sisal,,0.0,4.5,0,1434,5,0,0,0,0,0,0,0,0,0,0
Sisal,2,Hotel La Casona de Sisal Posada,,2.0,3.5,0,1439,10,0,0,0,0,0,0,0,0,0,0
Sisal,1,Hotel El Faro Sisal Apartamento,,0.0,5.0,0,1442,13,0,0,0,0,0,0,0,0,0,0
Todos Santos,194,Hotel Casa Tota,,4.5,4.0,3.5,1460,1,0,0,1,2,1,2,0,0,1,1
Todos Santos,429,Guaycura Boutique Hotel Beach Club & Spa,4477.0,4.5,4.5,3.5,1461,2,1,1,1,2,1,2,1,1,1,1
Todos Santos,95,Paradero Todos Santos Hotel,12756.0,4.5,4.5,0,1462,3,0,0,1,2,1,1,0,0,1,3
Todos Santos,104,La Bohemia Baja Hotel Pequeno,2904.0,5.0,4.5,3.0,1463,4,0,0,1,2,1,1,1,2,1,1
Todos Santos,14,Quinta Santa Rosa Hotel,,5.0,4.0,0,1464,5,1,2,1,2,1,2,1,3,1,2
Todos Santos,69,Perro Surfero Boutique Hotel B & B,2199.0,5.0,4.5,0,1465,6,0,0,1,2,1,3,1,1,0,0
Todos Santos,123,Serendipity B & B,3387.0,5.0,5.0,5.0,1466,7,1,2,1,1,1,1,1,2,1,3
Todos Santos,6,Hotelito Casa Morelos B & B,,4.0,4.0,0,1467,8,0,0,0,0,0,0,0,0,0,0
Todos Santos,13,Todos Santos Hostel,,5.0,4.5,0,1468,9,0,0,1,1,0,0,1,1,1,1
Todos Santos,2,Las Bougainvilleas Rancho,,0.0,4.0,0,1469,10,0,0,0,0,0,0,0,0,0,0
Todos Santos,17,Motel Guluarte Alojamiento,,4.5,3.0,0,1470,11,0,0,0,0,0,0,1,1,0,0
Todos Santos,27,Pachamama Mexico,,4.5,4.0,0,1471,12,1,1,1,2,1,2,0,0,1,2
Todos Santos,1,Way Of Nature Bed & Breakfast,,0.0,5.0,0,1472,13,0,0,0,0,0,0,0,0,0,0
Todos Santos,831,Hotel California,,4.0,4.0,3.0,1473,14,0,0,1,2,1,2,1,1,1,1
Todos Santos,3,Gypsy Canyon Alojamiento,,0.0,5.0,0,1474,15,1,1,1,3,0,0,0,0,1,1
Todos Santos,3,Alegria Posada,,0.0,4.5,0,1475,16,0,0,0,0,0,0,0,0,0,0
Todos Santos,245,Los Colibris Casitas Villa vacacional,,5.0,5.0,3.0,1476,17,1,2,1,1,1,4,1,1,1,4
Todos Santos,103,Hacienda Todos Los Santos Hotel,4085.0,4.5,5.0,5.0,1477,18,0,0,1,2,1,3,0,0,1,2
Todos Santos,25,Hotel Miramar,,4.0,3.5,2.0,1478,19,0,0,0,0,1,1,0,0,0,0
Todos Santos,37,Posada del Molino Apartamento,,4.0,4.0,3.0,1479,20,0,0,1,2,1,1,0,0,1,4
Todos Santos,425,Villa Santa Cruz,,5.0,5.0,4.0,1480,21,1,3,1,2,1,2,1,1,1,1
Todos Santos,471,The Hotelito B & B,,5.0,5.0,3.0,1481,22,0,0,1,4,1,3,1,1,1,2
Todos Santos,136,Hotel San Cristobal,,4.5,4.5,0,1482,23,1,1,1,1,1,2,1,1,1,1
Todos Santos,100,Casablanca B & B,,5.0,5.0,0,1483,24,0,0,1,3,1,2,0,0,1,1
Todos Santos,188,Villas La Mar,,5.0,5.0,3.0,1484,25,1,2,1,2,1,2,0,0,1,3
Todos Santos,328,Todos Santos Inn Hotel,,4.5,5.0,3.0,1485,26,0,0,1,2,1,1,0,0,1,1
Todos Santos,446,Posada La Poza Hotel,,4.5,5.0,4.5,1486,27,1,3,1,1,1,2,0,0,1,2
Todos Santos,1,Desierto Azul Alojamiento,,0.0,5.0,0,1488,29,0,0,0,0,0,0,0,0,0,0
Todos Santos,2,Vista Tortuga Villas,,0.0,3.5,0,1489,30,0,0,0,0,0,0,0,0,0,0
Todos Santos,46,Flora del Mar Posada,,4.5,4.5,4.0,1494,35,0,0,1,1,1,2,0,0,1,2
Todos Santos,9,Osprey San Pedrito Villa vacacional,,5.0,5.0,0,1497,38,1,1,0,0,0,0,0,0,0,0
Todos Santos,295,Arriba de la Roca,,5.0,5.0,0,1498,39,1,2,1,2,1,1,1,1,1,1
Todos Santos,26,CalyCanto Casitas Villa vacacional,,5.0,5.0,0,1499,40,1,1,1,1,1,1,1,2,1,3
Todos Santos,179,Casa Bentley B & B,,4.5,4.5,3.0,1500,41,1,1,1,1,1,1,1,3,1,2
Todos Santos,38,Casa Rancho Alojamiento,,5.0,4.5,0,1501,42,0,0,1,2,1,2,1,1,1,3
